"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
25631,163,"NGA","Nigeria",27,"Niger",549,"Kontogur","","Kontagora","Local Authority","Local Authority"
25632,163,"NGA","Nigeria",27,"Niger",550,"Lapai","","","Local Authority","Local Authority"
25633,163,"NGA","Nigeria",27,"Niger",551,"Lavun","","","Local Authority","Local Authority"
25634,163,"NGA","Nigeria",27,"Niger",552,"Magama","","","Local Authority","Local Authority"
25635,163,"NGA","Nigeria",27,"Niger",553,"Mariga","","","Local Authority","Local Authority"
25636,163,"NGA","Nigeria",27,"Niger",554,"Mashegu","","","Local Authority","Local Authority"
25637,163,"NGA","Nigeria",27,"Niger",555,"Mokwa","","","Local Authority","Local Authority"
25638,163,"NGA","Nigeria",27,"Niger",556,"Muya","","","Local Authority","Local Authority"
25639,163,"NGA","Nigeria",27,"Niger",557,"Paikoro","","","Local Authority","Local Authority"
25640,163,"NGA","Nigeria",27,"Niger",558,"Rafi","","","Local Authority","Local Authority"
25641,163,"NGA","Nigeria",27,"Niger",559,"Rijau","","","Local Authority","Local Authority"
25642,163,"NGA","Nigeria",27,"Niger",560,"Shiroro","","","Local Authority","Local Authority"
25643,163,"NGA","Nigeria",27,"Niger",561,"Suleja","","","Local Authority","Local Authority"
25644,163,"NGA","Nigeria",27,"Niger",562,"Tafa","","","Local Authority","Local Authority"
25645,163,"NGA","Nigeria",27,"Niger",563,"Wushishi","","","Local Authority","Local Authority"
25646,163,"NGA","Nigeria",28,"Ogun",564,"Abeokuta South","","","Local Authority","Local Authority"
25647,163,"NGA","Nigeria",28,"Ogun",565,"AbeokutaNorth","","Abeokuta North","Local Authority","Local Authority"
25648,163,"NGA","Nigeria",28,"Ogun",566,"AdoOdo/Ota","","Ado Odo/Ota","Local Authority","Local Authority"
25649,163,"NGA","Nigeria",28,"Ogun",567,"EgbadoNorth","","Egbado North","Local Authority","Local Authority"
25650,163,"NGA","Nigeria",28,"Ogun",568,"EgbadoSouth","","Egbado South","Local Authority","Local Authority"
25651,163,"NGA","Nigeria",28,"Ogun",569,"Ewekoro","","","Local Authority","Local Authority"
25652,163,"NGA","Nigeria",28,"Ogun",570,"Ifo","","","Local Authority","Local Authority"
25653,163,"NGA","Nigeria",28,"Ogun",571,"Ijebu North-East","","","Local Authority","Local Authority"
25654,163,"NGA","Nigeria",28,"Ogun",572,"IjebuEast","","Ijebu East","Local Authority","Local Authority"
25655,163,"NGA","Nigeria",28,"Ogun",573,"IjebuNorth","","Ijebu North","Local Authority","Local Authority"
25656,163,"NGA","Nigeria",28,"Ogun",574,"IjebuOde","","Ijebu-Ode","Local Authority","Local Authority"
25657,163,"NGA","Nigeria",28,"Ogun",575,"Ikenne","","","Local Authority","Local Authority"
25658,163,"NGA","Nigeria",28,"Ogun",576,"Imeko-Afon","","","Local Authority","Local Authority"
25659,163,"NGA","Nigeria",28,"Ogun",577,"Ipokia","","","Local Authority","Local Authority"
25660,163,"NGA","Nigeria",28,"Ogun",578,"Obafemi-Owode","","","Local Authority","Local Authority"
25661,163,"NGA","Nigeria",28,"Ogun",579,"Odeda","","","Local Authority","Local Authority"
25662,163,"NGA","Nigeria",28,"Ogun",580,"Odogbolu","","","Local Authority","Local Authority"
25663,163,"NGA","Nigeria",28,"Ogun",581,"OgunWaterside","","Ogun Waterside","Local Authority","Local Authority"
25804,163,"NGA","Nigeria",30,"Osun",604,"Ayedaade","","Aiyedaade","Local Authority","Local Authority"
25805,163,"NGA","Nigeria",30,"Osun",605,"Ayedire","","Aiyedire","Local Authority","Local Authority"
25806,163,"NGA","Nigeria",30,"Osun",606,"Boluwaduro","","","Local Authority","Local Authority"
25807,163,"NGA","Nigeria",30,"Osun",607,"Boripe","","","Local Authority","Local Authority"
25808,163,"NGA","Nigeria",30,"Osun",608,"Ede North","","","Local Authority","Local Authority"
25809,163,"NGA","Nigeria",30,"Osun",609,"Ede South","","","Local Authority","Local Authority"
25810,163,"NGA","Nigeria",30,"Osun",610,"Egbedore","","","Local Authority","Local Authority"
25811,163,"NGA","Nigeria",30,"Osun",611,"Ejigbo","","","Local Authority","Local Authority"
25812,163,"NGA","Nigeria",30,"Osun",612,"Ife East","","","Local Authority","Local Authority"
25813,163,"NGA","Nigeria",30,"Osun",613,"Ife North","","","Local Authority","Local Authority"
25814,163,"NGA","Nigeria",30,"Osun",614,"Ife South","","","Local Authority","Local Authority"
25815,163,"NGA","Nigeria",30,"Osun",615,"IfeCentral","","Ife Central","Local Authority","Local Authority"
25816,163,"NGA","Nigeria",30,"Osun",616,"Ifedayo","","","Local Authority","Local Authority"
25817,163,"NGA","Nigeria",30,"Osun",617,"Ifelodun","","","Local Authority","Local Authority"
25818,163,"NGA","Nigeria",30,"Osun",618,"Ila","","","Local Authority","Local Authority"
25819,163,"NGA","Nigeria",30,"Osun",619,"Ilesha East","","","Local Authority","Local Authority"
25820,163,"NGA","Nigeria",30,"Osun",620,"Ilesha West","","","Local Authority","Local Authority"
25821,163,"NGA","Nigeria",30,"Osun",621,"Irepodun","","","Local Authority","Local Authority"
25822,163,"NGA","Nigeria",30,"Osun",622,"Irewole","","","Local Authority","Local Authority"
25823,163,"NGA","Nigeria",30,"Osun",623,"Isokan","","","Local Authority","Local Authority"
25824,163,"NGA","Nigeria",30,"Osun",624,"Iwo","","","Local Authority","Local Authority"
25825,163,"NGA","Nigeria",30,"Osun",625,"Obokun","","","Local Authority","Local Authority"
25826,163,"NGA","Nigeria",30,"Osun",626,"Odo0tin","","Odo-Otin","Local Authority","Local Authority"
25827,163,"NGA","Nigeria",30,"Osun",627,"Ola-Oluwa","","","Local Authority","Local Authority"
25828,163,"NGA","Nigeria",30,"Osun",628,"Olorunda","","","Local Authority","Local Authority"
25829,163,"NGA","Nigeria",30,"Osun",629,"Oriade","","","Local Authority","Local Authority"
25830,163,"NGA","Nigeria",30,"Osun",630,"Orolu","","","Local Authority","Local Authority"
25831,163,"NGA","Nigeria",30,"Osun",631,"Osogbo","","","Local Authority","Local Authority"
25832,163,"NGA","Nigeria",31,"Oyo",632,"Afijio","","","Local Authority","Local Authority"
25833,163,"NGA","Nigeria",31,"Oyo",633,"Akinyele","","","Local Authority","Local Authority"
25834,163,"NGA","Nigeria",31,"Oyo",634,"Atiba","","","Local Authority","Local Authority"
25835,163,"NGA","Nigeria",31,"Oyo",635,"Atisbo","","","Local Authority","Local Authority"
25836,163,"NGA","Nigeria",31,"Oyo",636,"Egbeda","","","Local Authority","Local Authority"
25837,163,"NGA","Nigeria",31,"Oyo",637,"IbadanNorth-East","","Ibadan North-East","Local Authority","Local Authority"
25838,163,"NGA","Nigeria",31,"Oyo",638,"IbadanNorth-West","","Ibadan North-West","Local Authority","Local Authority"
25839,163,"NGA","Nigeria",31,"Oyo",639,"IbadanNorth","","Ibadan North","Local Authority","Local Authority"
25840,163,"NGA","Nigeria",31,"Oyo",640,"IbadanSouth-East","","Ibadan South-East","Local Authority","Local Authority"
25841,163,"NGA","Nigeria",31,"Oyo",641,"IbadanSouth-West","","Ibadan South-West","Local Authority","Local Authority"
25842,163,"NGA","Nigeria",31,"Oyo",642,"Ibarapa Central","","","Local Authority","Local Authority"
25843,163,"NGA","Nigeria",31,"Oyo",643,"Ibarapa East","","","Local Authority","Local Authority"
25844,163,"NGA","Nigeria",31,"Oyo",644,"Ibarapa North","","","Local Authority","Local Authority"
25845,163,"NGA","Nigeria",31,"Oyo",645,"Ido","","","Local Authority","Local Authority"
25846,163,"NGA","Nigeria",31,"Oyo",646,"Irepo","","","Local Authority","Local Authority"
25847,163,"NGA","Nigeria",31,"Oyo",647,"Iseyin","","","Local Authority","Local Authority"
25848,163,"NGA","Nigeria",31,"Oyo",648,"Itesiwaju","","","Local Authority","Local Authority"
25849,163,"NGA","Nigeria",31,"Oyo",649,"Iwajowa","","","Local Authority","Local Authority"
25850,163,"NGA","Nigeria",31,"Oyo",650,"Kajola","","","Local Authority","Local Authority"
25851,163,"NGA","Nigeria",31,"Oyo",651,"Lagelu","","","Local Authority","Local Authority"
25852,163,"NGA","Nigeria",31,"Oyo",652,"Ogbomosho North","","","Local Authority","Local Authority"
25853,163,"NGA","Nigeria",31,"Oyo",653,"Ogbomosho South","","","Local Authority","Local Authority"
25854,163,"NGA","Nigeria",31,"Oyo",654,"Ogo-Oluw","","Ogo Oluwa","Local Authority","Local Authority"
25855,163,"NGA","Nigeria",31,"Oyo",655,"Olorunsogo","","","Local Authority","Local Authority"
25856,163,"NGA","Nigeria",31,"Oyo",656,"Oluyole","","","Local Authority","Local Authority"
25857,163,"NGA","Nigeria",31,"Oyo",657,"Ona-Ara","","Ona Ara","Local Authority","Local Authority"
25858,163,"NGA","Nigeria",31,"Oyo",658,"Orelope","","","Local Authority","Local Authority"
25859,163,"NGA","Nigeria",31,"Oyo",659,"Ori-Ire","","","Local Authority","Local Authority"
25860,163,"NGA","Nigeria",31,"Oyo",660,"Oyo East","","","Local Authority","Local Authority"
25861,163,"NGA","Nigeria",31,"Oyo",661,"Oyo West","","","Local Authority","Local Authority"
25862,163,"NGA","Nigeria",31,"Oyo",662,"Saki East","","","Local Authority","Local Authority"
25863,163,"NGA","Nigeria",31,"Oyo",663,"Saki West","","","Local Authority","Local Authority"
25864,163,"NGA","Nigeria",31,"Oyo",664,"Surulere","","","Local Authority","Local Authority"
25865,163,"NGA","Nigeria",32,"Plateau",665,"Barkin Ladi","","","Local Authority","Local Authority"
25866,163,"NGA","Nigeria",32,"Plateau",666,"Bassa","","","Local Authority","Local Authority"
25867,163,"NGA","Nigeria",32,"Plateau",667,"Bokkos","","","Local Authority","Local Authority"
25868,163,"NGA","Nigeria",32,"Plateau",668,"Jos East","","","Local Authority","Local Authority"
25869,163,"NGA","Nigeria",32,"Plateau",669,"Jos North","","","Local Authority","Local Authority"
25870,163,"NGA","Nigeria",32,"Plateau",670,"Jos South","","","Local Authority","Local Authority"
25871,163,"NGA","Nigeria",32,"Plateau",671,"Kanam","","","Local Authority","Local Authority"
25872,163,"NGA","Nigeria",32,"Plateau",672,"Kanke","","","Local Authority","Local Authority"
25873,163,"NGA","Nigeria",32,"Plateau",673,"Langtang North","","","Local Authority","Local Authority"
25874,163,"NGA","Nigeria",32,"Plateau",674,"Langtang South","","","Local Authority","Local Authority"
25875,163,"NGA","Nigeria",32,"Plateau",675,"Mangu","","","Local Authority","Local Authority"
25876,163,"NGA","Nigeria",32,"Plateau",676,"Mikang","","","Local Authority","Local Authority"
25877,163,"NGA","Nigeria",32,"Plateau",677,"Pankshin","","","Local Authority","Local Authority"
25878,163,"NGA","Nigeria",32,"Plateau",678,"Qua'anpa","","Qua'an Pan","Local Authority","Local Authority"
25879,163,"NGA","Nigeria",32,"Plateau",679,"Riyom","","","Local Authority","Local Authority"
25880,163,"NGA","Nigeria",32,"Plateau",680,"Shendam","","","Local Authority","Local Authority"
25881,163,"NGA","Nigeria",32,"Plateau",681,"Wase","","","Local Authority","Local Authority"
25882,163,"NGA","Nigeria",33,"Rivers",682,"Abua/Odu","","Abua / Odual","Local Authority","Local Authority"
25883,163,"NGA","Nigeria",33,"Rivers",683,"Ahoada East","","","Local Authority","Local Authority"
25884,163,"NGA","Nigeria",33,"Rivers",684,"Ahoada West","","","Local Authority","Local Authority"
25885,163,"NGA","Nigeria",33,"Rivers",685,"Akukutor","","Akuku-Toru","Local Authority","Local Authority"
25886,163,"NGA","Nigeria",33,"Rivers",686,"Andoni/O","","Andoni","Local Authority","Local Authority"
25887,163,"NGA","Nigeria",33,"Rivers",687,"Asari-To","","Asari-Toru","Local Authority","Local Authority"
25888,163,"NGA","Nigeria",33,"Rivers",688,"Bonny","","","Local Authority","Local Authority"
25889,163,"NGA","Nigeria",33,"Rivers",689,"Degema","","","Local Authority","Local Authority"
25890,163,"NGA","Nigeria",33,"Rivers",690,"Eleme","","","Local Authority","Local Authority"
25891,163,"NGA","Nigeria",33,"Rivers",691,"Emuoha","","","Local Authority","Local Authority"
25892,163,"NGA","Nigeria",33,"Rivers",692,"Etche","","","Local Authority","Local Authority"
25893,163,"NGA","Nigeria",33,"Rivers",693,"Gokana","","","Local Authority","Local Authority"
25894,163,"NGA","Nigeria",33,"Rivers",694,"Ikwerre","","","Local Authority","Local Authority"
25895,163,"NGA","Nigeria",33,"Rivers",695,"Khana","","","Local Authority","Local Authority"
25896,163,"NGA","Nigeria",33,"Rivers",696,"Obio/Akp","","Obio/Akpor","Local Authority","Local Authority"
25897,163,"NGA","Nigeria",33,"Rivers",697,"Ogba/Egbe","","Ogba/ Egbema/ Ndoni","Local Authority","Local Authority"
25898,163,"NGA","Nigeria",33,"Rivers",698,"Ogu/Bolo","","","Local Authority","Local Authority"
25899,163,"NGA","Nigeria",33,"Rivers",699,"Okrika","","","Local Authority","Local Authority"
25900,163,"NGA","Nigeria",33,"Rivers",700,"Omumma","","","Local Authority","Local Authority"
25901,163,"NGA","Nigeria",33,"Rivers",701,"Opobo/Nkoro","","","Local Authority","Local Authority"
25902,163,"NGA","Nigeria",33,"Rivers",702,"Oyigbo","","","Local Authority","Local Authority"
25903,163,"NGA","Nigeria",33,"Rivers",703,"Port Harcourt","","","Local Authority","Local Authority"
25904,163,"NGA","Nigeria",33,"Rivers",704,"Tai","","","Local Authority","Local Authority"
25905,163,"NGA","Nigeria",34,"Sokoto",705,"Binji","","","Local Authority","Local Authority"
25906,163,"NGA","Nigeria",34,"Sokoto",706,"Bodinga","","","Local Authority","Local Authority"
25907,163,"NGA","Nigeria",34,"Sokoto",707,"Dange-Shuni","","","Local Authority","Local Authority"
25908,163,"NGA","Nigeria",34,"Sokoto",708,"Gada","","","Local Authority","Local Authority"
25909,163,"NGA","Nigeria",34,"Sokoto",709,"Goronyo","","","Local Authority","Local Authority"
25910,163,"NGA","Nigeria",34,"Sokoto",710,"Gudu","","","Local Authority","Local Authority"
25911,163,"NGA","Nigeria",34,"Sokoto",711,"Gwadabaw","","Gwadabawa","Local Authority","Local Authority"
25912,163,"NGA","Nigeria",34,"Sokoto",712,"Illela","","","Local Authority","Local Authority"
25913,163,"NGA","Nigeria",34,"Sokoto",713,"Isa","","","Local Authority","Local Authority"
25914,163,"NGA","Nigeria",34,"Sokoto",714,"Kebbe","","","Local Authority","Local Authority"
25915,163,"NGA","Nigeria",34,"Sokoto",715,"Kware","","","Local Authority","Local Authority"
25916,163,"NGA","Nigeria",34,"Sokoto",716,"Rabah","","","Local Authority","Local Authority"
25917,163,"NGA","Nigeria",34,"Sokoto",717,"Sabon Birni","","","Local Authority","Local Authority"
25918,163,"NGA","Nigeria",34,"Sokoto",718,"Shagari","","","Local Authority","Local Authority"
25919,163,"NGA","Nigeria",34,"Sokoto",719,"Silame","","","Local Authority","Local Authority"
25920,163,"NGA","Nigeria",34,"Sokoto",720,"Sokoto North","","","Local Authority","Local Authority"
25921,163,"NGA","Nigeria",34,"Sokoto",721,"Sokoto South","","","Local Authority","Local Authority"
25922,163,"NGA","Nigeria",34,"Sokoto",722,"Tambawal","","Tambuwal","Local Authority","Local Authority"
25923,163,"NGA","Nigeria",34,"Sokoto",723,"Tangazar","","Tangaza","Local Authority","Local Authority"
25924,163,"NGA","Nigeria",34,"Sokoto",724,"Tureta","","","Local Authority","Local Authority"
25925,163,"NGA","Nigeria",34,"Sokoto",725,"Wamakko","","Wamako","Local Authority","Local Authority"
25926,163,"NGA","Nigeria",34,"Sokoto",726,"Wurno","","","Local Authority","Local Authority"
25927,163,"NGA","Nigeria",34,"Sokoto",727,"Yabo","","","Local Authority","Local Authority"
25928,163,"NGA","Nigeria",35,"Taraba",728,"Ardo-Kola","","","Local Authority","Local Authority"
25929,163,"NGA","Nigeria",35,"Taraba",729,"Bali","","","Local Authority","Local Authority"
25930,163,"NGA","Nigeria",35,"Taraba",730,"Donga","","","Local Authority","Local Authority"
25931,163,"NGA","Nigeria",35,"Taraba",731,"Gashaka","","","Local Authority","Local Authority"
25932,163,"NGA","Nigeria",35,"Taraba",732,"Gassol","","","Local Authority","Local Authority"
25933,163,"NGA","Nigeria",35,"Taraba",733,"Ibi","","","Local Authority","Local Authority"
25934,163,"NGA","Nigeria",35,"Taraba",734,"Jalingo","","","Local Authority","Local Authority"
25935,163,"NGA","Nigeria",35,"Taraba",735,"Karim-La","","Karim Lamido","Local Authority","Local Authority"
25936,163,"NGA","Nigeria",35,"Taraba",736,"Kurmi","","","Local Authority","Local Authority"
25937,163,"NGA","Nigeria",35,"Taraba",737,"Lau","","","Local Authority","Local Authority"
25938,163,"NGA","Nigeria",35,"Taraba",738,"Sardauna","","","Local Authority","Local Authority"
25939,163,"NGA","Nigeria",35,"Taraba",739,"Takum","","","Local Authority","Local Authority"
25940,163,"NGA","Nigeria",35,"Taraba",740,"Ussa","","","Local Authority","Local Authority"
25941,163,"NGA","Nigeria",35,"Taraba",741,"Wukari","","","Local Authority","Local Authority"
25942,163,"NGA","Nigeria",35,"Taraba",742,"Yorro","","","Local Authority","Local Authority"
25943,163,"NGA","Nigeria",35,"Taraba",743,"Zing","","","Local Authority","Local Authority"
25944,163,"NGA","Nigeria",36,"Water body",744,"Lake chad","","","Local Authority","Local Authority"
25945,163,"NGA","Nigeria",37,"Yobe",745,"Bade","","","Local Authority","Local Authority"
25946,163,"NGA","Nigeria",37,"Yobe",746,"Borsari","","","Local Authority","Local Authority"
25947,163,"NGA","Nigeria",37,"Yobe",747,"Damaturu","","","Local Authority","Local Authority"
25948,163,"NGA","Nigeria",37,"Yobe",748,"Fika","","","Local Authority","Local Authority"
25949,163,"NGA","Nigeria",37,"Yobe",749,"Fune","","","Local Authority","Local Authority"
25950,163,"NGA","Nigeria",37,"Yobe",750,"Geidam","","","Local Authority","Local Authority"
25951,163,"NGA","Nigeria",37,"Yobe",751,"Gujba","","","Local Authority","Local Authority"
25952,163,"NGA","Nigeria",37,"Yobe",752,"Gulani","","","Local Authority","Local Authority"
25953,163,"NGA","Nigeria",37,"Yobe",753,"Jakusko","","","Local Authority","Local Authority"
25954,163,"NGA","Nigeria",37,"Yobe",754,"Karasuwa","","","Local Authority","Local Authority"
25955,163,"NGA","Nigeria",37,"Yobe",755,"Machina","","","Local Authority","Local Authority"
25956,163,"NGA","Nigeria",37,"Yobe",756,"Nangere","","","Local Authority","Local Authority"
25957,163,"NGA","Nigeria",37,"Yobe",757,"Nguru","","","Local Authority","Local Authority"
25958,163,"NGA","Nigeria",37,"Yobe",758,"Potiskum","","","Local Authority","Local Authority"
25959,163,"NGA","Nigeria",37,"Yobe",759,"Tarmuwa","","","Local Authority","Local Authority"
25960,163,"NGA","Nigeria",37,"Yobe",760,"Yunusari","","","Local Authority","Local Authority"
25961,163,"NGA","Nigeria",37,"Yobe",761,"Yusufari","","","Local Authority","Local Authority"
25962,163,"NGA","Nigeria",38,"Zamfara",762,"Anka","","","Local Authority","Local Authority"
25963,163,"NGA","Nigeria",38,"Zamfara",763,"Bakura","","","Local Authority","Local Authority"
25964,163,"NGA","Nigeria",38,"Zamfara",764,"Birnin-Magaji/Kiyaw","","","Local Authority","Local Authority"
25965,163,"NGA","Nigeria",38,"Zamfara",765,"Bukkuyum","","","Local Authority","Local Authority"
25966,163,"NGA","Nigeria",38,"Zamfara",766,"Bungudu","","","Local Authority","Local Authority"
25967,163,"NGA","Nigeria",38,"Zamfara",767,"Gummi","","","Local Authority","Local Authority"
25968,163,"NGA","Nigeria",38,"Zamfara",768,"Gusau","","","Local Authority","Local Authority"
25969,163,"NGA","Nigeria",38,"Zamfara",769,"Kaura-Na","","Kaura Namoda","Local Authority","Local Authority"
25970,163,"NGA","Nigeria",38,"Zamfara",770,"Maradun","","","Local Authority","Local Authority"
25971,163,"NGA","Nigeria",38,"Zamfara",771,"Maru","","","Local Authority","Local Authority"
25972,163,"NGA","Nigeria",38,"Zamfara",772,"Shinkafi","","","Local Authority","Local Authority"
25973,163,"NGA","Nigeria",38,"Zamfara",773,"Talata-Mafara","","","Local Authority","Local Authority"
25974,163,"NGA","Nigeria",38,"Zamfara",774,"Tsafe","","","Local Authority","Local Authority"
25975,163,"NGA","Nigeria",38,"Zamfara",775,"Zurmi","","","Local Authority","Local Authority"
