"item","state","centre","date","gps","meanPrice"
"Cement Dangote","Osun","Price Adedoye",2011-12-01,0,1756.25
"Cement Dangote","Osun","St Paul Church",2011-12-01,0,1756.25
"Cement Dangote","Osun","Taimiya Sumowu",2011-12-01,0,1756.25
"Cement Dangote","Osun","Yekemi via Ile-Ife",2011-12-01,0,1756.25
"Cement Dangote","Rivers","Ahoada",2011-12-01,1,1775
"Cement Dangote","Rivers","Bonny",2011-12-01,1,1775
"Cement Dangote","Rivers","Bori",2011-12-01,1,1775
"Cement Dangote","Rivers","Degema",2011-12-01,1,1775
"Cement Dangote","Rivers","Ajegunle mkt Bonny lga",2011-12-01,0,1775
"Cement Dangote","Rivers","Apostolic Church",2011-12-01,0,1775
"Cement Dangote","Rivers","Baptist Church",2011-12-01,0,1775
"Cement Dangote","Rivers","Biara",2011-12-01,0,1775
"Cement Dangote","Rivers","Bolo mkt",2011-12-01,0,1775
"Cement Dangote","Rivers","Community Primary School",2011-12-01,0,1775
"Cement Dangote","Rivers","Elelenwo mkt",2011-12-01,0,1775
"Cement Dangote","Rivers","Elibrada Emohua",2011-12-01,0,1775
"Cement Dangote","Rivers","Iborokpom",2011-12-01,0,1775
"Cement Dangote","Rivers","Joel Wosu",2011-12-01,0,1775
"Cement Dangote","Rivers","Mbiama mkt Ahoada West lga",2011-12-01,0,1775
"Cement Dangote","Rivers","Micheal Aka",2011-12-01,0,1775
"Cement Dangote","Rivers","Nabo Graham Douglas",2011-12-01,0,1775
"Cement Dangote","Rivers","New Apostolic Church",2011-12-01,0,1775
"Cement Dangote","Rivers","Ogowokom mkt Abua/Odual lga",2011-12-01,0,1775
"Cement Dangote","Rivers","Oyigbo mkt Oyigbo Lga",2011-12-01,0,1775
"Cement Dangote","Rivers","Port-Harcourt",2011-12-01,0,1775
"Cement Dangote","Rivers","S.D.A Church",2011-12-01,0,1775
"Cement Dangote","Rivers","SNR NCO Qrts",2011-12-01,0,1775
"Cement Dangote","Rivers","State School",2011-12-01,0,1775
"Cement Dangote","Rivers","Thompson",2011-12-01,0,1775
"Cement Dangote","Rivers","Ulie Okumfor mkt Degema lga",2011-12-01,0,1775
"Cement Dangote","Rivers","Umugwocha Ozuzu",2011-12-01,0,1775
"Cement Dangote","Rivers","Umuosi",2011-12-01,0,1775
