"item","state","centre","urbanRural","date","meanPrice","lat","long"
"Cement Dangote","Abia","Aba","Urban",2009-01-01,1420.83349609375,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2009-02-01,1744.4443359375,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2009-03-01,1672.5,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2009-04-01,1645,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2009-09-01,1482.14270019531,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-01-01,1476.67004394531,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-02-01,1510,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-04-01,1443.32995605469,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-05-01,1440,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-06-01,1340,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-07-01,1383.32995605469,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-09-01,1387.5,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2010-10-01,1426.67004394531,"5.116667"," 7.366667"
"Cement Dangote","Abia","Aba","Urban",2012-12-01,1680,"5.116667"," 7.366667"
"Drink Swan Water Bottle","Abia","Aba","Urban",2009-03-01,68.3333358764648,"5.116667"," 7.366667"
"Drink Swan Water Bottle","Abia","Aba","Urban",2012-11-01,113.330001831055,"5.116667"," 7.366667"
"Maize White","Abia","Aba","Urban",2009-01-01,104.004325866699,"5.116667"," 7.366667"
"Maize White","Abia","Aba","Urban",2009-05-01,131.356048583984,"5.116667"," 7.366667"
"Maize White","Abia","Aba","Urban",2010-12-01,97.0873794555664,"5.116667"," 7.366667"
"Maize White","Abia","Aba","Urban",2012-11-01,105.818962097168,"5.116667"," 7.366667"
"Maize Yellow","Abia","Aba","Urban",2009-02-01,136.904769897461,"5.116667"," 7.366667"
"Maize Yellow","Abia","Aba","Urban",2009-05-01,115.972221374512,"5.116667"," 7.366667"
"Maize Yellow","Abia","Aba","Urban",2010-12-01,110.294120788574,"5.116667"," 7.366667"
"Maize Yellow","Abia","Aba","Urban",2012-11-01,113.953483581543,"5.116667"," 7.366667"
"Maize Yellow","Abia","Aba","Urban",2012-12-01,127.90697479248,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2009-01-01,169.696960449219,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2009-02-01,161.85383605957,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2009-03-01,174.545455932617,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2009-04-01,185.454544067383,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2009-05-01,172.727264404297,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2009-06-01,193.939392089844,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2010-04-01,183.397674560547,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2010-08-01,185.950408935547,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2010-11-01,210.177001953125,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2010-12-01,190.909088134766,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2012-03-01,177.539672851562,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2012-11-01,184.836364746094,"5.116667"," 7.366667"
"Rice Imported","Abia","Aba","Urban",2012-12-01,111.883766174316,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2009-02-01,124.064170837402,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2009-03-01,135.454544067383,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2009-04-01,123.636360168457,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2010-04-01,125.482620239258,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2010-06-01,119.521919250488,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2010-08-01,115.830116271973,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2010-09-01,123.574142456055,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2010-11-01,146.443511962891,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2010-12-01,152.091247558594,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2012-11-01,138.18180847168,"5.116667"," 7.366667"
"Rice Local","Abia","Aba","Urban",2012-12-01,138.376388549805,"5.116667"," 7.366667"
"Cement Dangote","Abia","Umuahia","Urban",2009-01-01,1250,"5.533333"," 7.483333"
"Cement Dangote","Abia","Umuahia","Urban",2009-10-01,1507.69226074219,"5.533333"," 7.483333"
"Rice Imported","Abia","Umuahia","Urban",2012-03-01,130.681518554688,"5.533333"," 7.483333"
"Cement Dangote","Adamawa","Numan","Urban",2009-12-01,1671.66662597656,"9.466667"," 12.033333"
"Drink Swan Water Bottle","Adamawa","Numan","Urban",2009-12-01,90.8333358764648,"9.466667"," 12.033333"
"Rice Imported","Adamawa","Numan","Urban",2009-02-01,213.33332824707,"9.466667"," 12.033333"
"Rice Local","Adamawa","Numan","Urban",2009-05-01,156.430908203125,"9.466667"," 12.033333"
"Sorghum","Adamawa","Numan","Urban",2009-12-01,67.2268905639648,"9.466667"," 12.033333"
"Cement Dangote","Akwa Ibom","Abak","Urban",2010-06-01,1375,"4.983333"," 7.783333"
"Cement Dangote","Akwa Ibom","Abak","Urban",2011-05-01,1908.32995605469,"4.983333"," 7.783333"
"Cement Dangote","Akwa Ibom","Abak","Urban",2011-08-01,1568.75,"4.983333"," 7.783333"
"Cement Dangote","Akwa Ibom","Abak","Urban",2012-04-01,2350,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2010-06-01,83.3300018310547,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2011-04-01,105.709999084473,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2011-06-01,111.944999694824,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2011-07-01,95.625,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2011-08-01,104.444999694824,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2011-09-01,113.25,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2011-12-01,105.830001831055,"4.983333"," 7.783333"
"Drink Swan Water Bottle","Akwa Ibom","Abak","Urban",2012-07-01,112.919998168945,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2010-01-01,109.56175994873,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2010-02-01,109.170303344727,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2010-03-01,109.311737060547,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2010-04-01,118.534484863281,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2010-05-01,100.884956359863,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2010-06-01,99.3421020507812,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2010-11-01,119.863014221191,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-01-01,115.280372619629,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-02-01,116.172859191895,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-03-01,102.722999572754,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-04-01,115.570777893066,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-05-01,135.284973144531,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-06-01,118.364486694336,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-07-01,97.3364486694336,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-08-01,92.9629669189453,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-09-01,129.732131958008,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-11-01,121.650001525879,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2011-12-01,109.737983703613,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-01-01,117.568809509277,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-02-01,127.799926757812,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-03-01,129.860458374023,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-05-01,135.051727294922,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-06-01,133.243240356445,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-07-01,98.1090850830078,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-08-01,129.753921508789,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-09-01,129.695953369141,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Abak","Urban",2012-11-01,139.863006591797,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2010-03-01,98.1818161010742,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2010-05-01,97.2972946166992,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2010-09-01,104.695770263672,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2011-02-01,109.449058532715,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2011-05-01,113.636360168457,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2011-08-01,107.08332824707,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2011-09-01,125.911117553711,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2012-01-01,114.155250549316,"4.983333"," 7.783333"
"Maize Yellow","Akwa Ibom","Abak","Urban",2012-05-01,113.513511657715,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2010-02-01,164.262817382812,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2010-04-01,232.067504882812,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2010-06-01,190.002227783203,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2010-09-01,206.679992675781,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2010-11-01,195.195190429688,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-01-01,201.240005493164,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-02-01,201.785232543945,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-03-01,254.308532714844,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-04-01,215.541122436523,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-05-01,201.320007324219,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-06-01,199.008270263672,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-07-01,201.138214111328,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-08-01,200.401611328125,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-09-01,214.146331787109,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-10-01,244.845352172852,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2011-12-01,203.306442260742,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-01-01,194.839859008789,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-02-01,221.172698974609,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-03-01,333.320007324219,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-04-01,215.12712097168,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-06-01,211.57258605957,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-07-01,203.145477294922,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-08-01,201.551025390625,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-09-01,213.852188110352,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-10-01,212.064788818359,"4.983333"," 7.783333"
"Rice Imported","Akwa Ibom","Abak","Urban",2012-11-01,220.452667236328,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2010-02-01,168.918914794922,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2010-09-01,136.71875,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2010-10-01,184.210525512695,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2010-11-01,132.834274291992,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-01-01,142.679992675781,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-02-01,141.839996337891,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-03-01,186.410247802734,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-04-01,142.970703125,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-05-01,152,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-06-01,153.574371337891,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-07-01,160.650390625,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-08-01,153.179992675781,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-09-01,154.274185180664,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-10-01,142.579360961914,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-11-01,150.933334350586,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2011-12-01,149.758071899414,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-01-01,150.887084960938,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-02-01,160.23518371582,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-03-01,149.160003662109,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-04-01,160.470077514648,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-06-01,155.894302368164,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-07-01,146.950271606445,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-08-01,152.175369262695,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-09-01,154.326049804688,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-10-01,157.673477172852,"4.983333"," 7.783333"
"Rice Local","Akwa Ibom","Abak","Urban",2012-11-01,154.372482299805,"4.983333"," 7.783333"
"Sorghum","Akwa Ibom","Abak","Urban",2010-02-01,105.708953857422,"4.983333"," 7.783333"
"Sorghum","Akwa Ibom","Abak","Urban",2010-06-01,107.296142578125,"4.983333"," 7.783333"
"Sorghum","Akwa Ibom","Abak","Urban",2011-01-01,135.555557250977,"4.983333"," 7.783333"
"Sorghum","Akwa Ibom","Abak","Urban",2011-06-01,125.02222442627,"4.983333"," 7.783333"
"Sorghum","Akwa Ibom","Abak","Urban",2011-08-01,120.355560302734,"4.983333"," 7.783333"
"Sorghum","Akwa Ibom","Abak","Urban",2012-03-01,97.6562423706055,"4.983333"," 7.783333"
"Maize White","Akwa Ibom","Uyo","Urban",2009-05-01,119.841270446777,"5.023231"," 7.923889"
"Cement Dangote","Anambra","Akwa","Urban",2010-02-01,1565,"6.206944"," 7.067778"
"Cement Dangote","Anambra","Akwa","Urban",2010-10-01,1490,"6.206944"," 7.067778"
"Cement Dangote","Anambra","Akwa","Urban",2012-12-01,1630,"6.206944"," 7.067778"
"Drink Swan Water Bottle","Anambra","Akwa","Urban",2010-01-01,76.6699981689453,"6.206944"," 7.067778"
"Maize White","Anambra","Akwa","Urban",2010-06-01,110.526321411133,"6.206944"," 7.067778"
"Maize White","Anambra","Akwa","Urban",2010-08-01,124.90364074707,"6.206944"," 7.067778"
"Maize White","Anambra","Akwa","Urban",2012-11-01,95.2914810180664,"6.206944"," 7.067778"
"Maize Yellow","Anambra","Akwa","Urban",2010-08-01,110.642395019531,"6.206944"," 7.067778"
"Maize Yellow","Anambra","Akwa","Urban",2012-11-01,96.5909118652344,"6.206944"," 7.067778"
"Rice Imported","Anambra","Akwa","Urban",2010-07-01,91.3242034912109,"6.206944"," 7.067778"
"Rice Imported","Anambra","Akwa","Urban",2010-08-01,188,"6.206944"," 7.067778"
"Rice Imported","Anambra","Akwa","Urban",2010-10-01,340,"6.206944"," 7.067778"
"Rice Imported","Anambra","Akwa","Urban",2012-11-01,208.333343505859,"6.206944"," 7.067778"
"Rice Imported","Anambra","Akwa","Urban",2012-12-01,222.672073364258,"6.206944"," 7.067778"
"Rice Local","Anambra","Akwa","Urban",2010-03-01,147.368423461914,"6.206944"," 7.067778"
"Rice Local","Anambra","Akwa","Urban",2010-07-01,134.297515869141,"6.206944"," 7.067778"
"Rice Local","Anambra","Akwa","Urban",2010-08-01,133.279479980469,"6.206944"," 7.067778"
"Rice Local","Anambra","Akwa","Urban",2012-11-01,136.554611206055,"6.206944"," 7.067778"
"Sorghum","Anambra","Akwa","Urban",2010-08-01,107.066375732422,"6.206944"," 7.067778"
"Sorghum","Anambra","Akwa","Urban",2012-11-01,96.6183547973633,"6.206944"," 7.067778"
"Cement Dangote","Anambra","Onitsha","Urban",2009-10-01,1556.66662597656,"6.166667"," 6.783333"
"Sorghum","Anambra","Onitsha","Urban",2009-03-01,126.099998474121,"6.166667"," 6.783333"
"Drink Swan Water Bottle","Bauchi","Azare","Urban",2010-05-01,81.5,"11.674167"," 10.191111"
"Drink Swan Water Bottle","Bauchi","Azare","Urban",2010-07-01,53,"11.674167"," 10.191111"
"Drink Swan Water Bottle","Bauchi","Azare","Urban",2012-11-01,148.443328857422,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2009-11-01,67.7254943847656,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2009-12-01,59.1003456115723,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-01-01,54.7547950744629,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-03-01,77.9335784912109,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-04-01,52.6990394592285,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-05-01,62.0754127502441,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-09-01,51.7526321411133,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-10-01,46.0993919372559,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-11-01,60.7843132019043,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2010-12-01,49.0099029541016,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2012-11-01,59.7767028808594,"11.674167"," 10.191111"
"Maize White","Bauchi","Azare","Urban",2012-12-01,67.2092437744141,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2009-11-01,66.0510711669922,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2009-12-01,58.1314888000488,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2010-03-01,56.3968696594238,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2010-04-01,56.1890449523926,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2010-05-01,53.6101951599121,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2010-07-01,59.7000007629395,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2010-08-01,59.4723167419434,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2010-09-01,58.9862022399902,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2010-12-01,52.3560218811035,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2012-11-01,60.7851104736328,"11.674167"," 10.191111"
"Maize Yellow","Bauchi","Azare","Urban",2012-12-01,69.54150390625,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2009-01-01,163.194442749023,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2009-04-01,182.456146240234,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2009-05-01,189.473693847656,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-01-01,189.929336547852,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-02-01,225.563903808594,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-03-01,182.79069519043,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-04-01,192.432434082031,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-05-01,149.197021484375,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-07-01,182.871643066406,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-08-01,186.764099121094,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-10-01,170.397109985352,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-11-01,167.058822631836,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2010-12-01,178.703689575195,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2012-11-01,190.734817504883,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Azare","Urban",2012-12-01,178.013671875,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-01-01,105.316452026367,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-02-01,95.3488311767578,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-03-01,116.417907714844,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-04-01,114.260009765625,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-05-01,115.241348266602,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-06-01,216.666656494141,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-07-01,130.146713256836,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-08-01,134.02507019043,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-09-01,115.909088134766,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-10-01,124.98014831543,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2010-12-01,119.750923156738,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2012-11-01,134.231307983398,"11.674167"," 10.191111"
"Rice Local","Bauchi","Azare","Urban",2012-12-01,142.153686523438,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2009-11-01,41.0344848632812,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2009-12-01,42.3529434204102,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-01-01,47.2049674987793,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-02-01,48.7179489135742,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-03-01,47.3347549438477,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-04-01,43.858039855957,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-05-01,45.9235992431641,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-06-01,56.4102554321289,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-07-01,54.3209838867188,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-08-01,54.0423698425293,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-09-01,56.046199798584,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-10-01,79.4351272583008,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2010-12-01,50.7042274475098,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2012-11-01,79.3838500976562,"11.674167"," 10.191111"
"Sorghum","Bauchi","Azare","Urban",2012-12-01,65.0614776611328,"11.674167"," 10.191111"
"Rice Imported","Bauchi","Bauchi","Urban",2009-04-01,192.857147216797,"10.315833"," 9.844167"
"Rice Imported","Bauchi","Bauchi","Urban",2010-07-01,182.884704589844,"10.315833"," 9.844167"
"Rice Imported","Bauchi","Bauchi","Urban",2012-11-01,185.756301879883,"10.315833"," 9.844167"
"Rice Imported","Bauchi","Bauchi","Urban",2012-12-01,183.071380615234,"10.315833"," 9.844167"
"Rice Local","Bauchi","Bauchi","Urban",2010-12-01,119.731796264648,"10.315833"," 9.844167"
"Rice Local","Bauchi","Bauchi","Urban",2012-11-01,118.318946838379,"10.315833"," 9.844167"
"Rice Local","Bauchi","Bauchi","Urban",2012-12-01,129.545455932617,"10.315833"," 9.844167"
"Sorghum","Bauchi","Bauchi","Urban",2010-10-01,79.4585189819336,"10.315833"," 9.844167"
"Sorghum","Bauchi","Bauchi","Urban",2012-11-01,79.3281631469727,"10.315833"," 9.844167"
"Sorghum","Bauchi","Bauchi","Urban",2012-12-01,68.3544311523438,"10.315833"," 9.844167"
"Cement Dangote","Benue","Gboko","Urban",2010-05-01,1516.66662597656,"7.325"," 9.005"
"Maize White","Benue","Gboko","Urban",2010-01-01,67.1105194091797,"7.325"," 9.005"
"Maize White","Benue","Gboko","Urban",2010-03-01,91.0780639648438,"7.325"," 9.005"
"Maize White","Benue","Gboko","Urban",2010-04-01,82.7689971923828,"7.325"," 9.005"
"Maize White","Benue","Gboko","Urban",2010-05-01,104.879821777344,"7.325"," 9.005"
"Maize White","Benue","Gboko","Urban",2010-09-01,79.0229873657227,"7.325"," 9.005"
"Maize White","Benue","Gboko","Urban",2012-12-01,79.6080856323242,"7.325"," 9.005"
"Maize Yellow","Benue","Gboko","Urban",2010-01-01,67.2897186279297,"7.325"," 9.005"
"Maize Yellow","Benue","Gboko","Urban",2010-03-01,86.5754241943359,"7.325"," 9.005"
"Maize Yellow","Benue","Gboko","Urban",2010-04-01,82.5206298828125,"7.325"," 9.005"
"Maize Yellow","Benue","Gboko","Urban",2010-05-01,84.2911911010742,"7.325"," 9.005"
