"item","state","centre","urbanRural","date","meanPrice","lat","long"
"Maize Yellow","Kebbi","Argungu","Urban",2010-04-01,60.4026832580566,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2010-05-01,63.5346755981445,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2010-06-01,52.4112815856934,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2010-07-01,52.1020011901855,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2010-08-01,62.2200012207031,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2010-09-01,56.403450012207,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2010-10-01,60.2629661560059,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2010-11-01,60.7902488708496,"12.733333"," 4.516667"
"Maize Yellow","Kebbi","Argungu","Urban",2012-12-01,64.2325897216797,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2009-01-01,130.303024291992,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2009-06-01,163.371215820312,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-01-01,145.3125,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-02-01,160.001937866211,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-03-01,157.142868041992,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-04-01,157.832046508789,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-05-01,160.997741699219,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-06-01,179.445465087891,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-07-01,156.406326293945,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-08-01,151.428573608398,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-09-01,176.362518310547,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-10-01,153.518127441406,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-11-01,223.443222045898,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2010-12-01,178.690719604492,"12.733333"," 4.516667"
"Rice Imported","Kebbi","Argungu","Urban",2012-12-01,165.9375,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2009-03-01,103.851417541504,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2009-06-01,101.612907409668,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-01-01,97.8702087402344,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-02-01,98.218505859375,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-04-01,115.740745544434,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-05-01,96.2244567871094,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-06-01,108.248161315918,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-07-01,107.03205871582,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-08-01,102.472351074219,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-09-01,108.150466918945,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-10-01,99.0453491210938,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-11-01,141.451599121094,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2010-12-01,126.44694519043,"12.733333"," 4.516667"
"Rice Local","Kebbi","Argungu","Urban",2012-12-01,112.415077209473,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2009-01-01,46.8627471923828,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2009-02-01,51.6129035949707,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2009-06-01,57.0456085205078,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2009-09-01,85.9596786499023,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2009-11-01,79.6962585449219,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2009-12-01,64.6381149291992,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-01-01,60.7999992370605,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-03-01,60.8649215698242,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-04-01,57.2883529663086,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-05-01,63.8215484619141,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-06-01,129.114822387695,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-07-01,49.3624038696289,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-09-01,48.2485122680664,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-10-01,40.4742851257324,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-11-01,60.3175773620605,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2010-12-01,63.1685218811035,"12.733333"," 4.516667"
"Sorghum","Kebbi","Argungu","Urban",2012-12-01,67.2823181152344,"12.733333"," 4.516667"
"Maize White","Kebbi","Birnin Kebbi","Urban",2009-04-01,63.6904754638672,"12.453611"," 4.200278"
"Maize White","Kebbi","Birnin Kebbi","Urban",2009-05-01,63.7931022644043,"12.453611"," 4.200278"
"Maize White","Kebbi","Birnin Kebbi","Urban",2009-09-01,69.2733993530273,"12.453611"," 4.200278"
"Maize White","Kebbi","Birnin Kebbi","Urban",2009-12-01,66.8883438110352,"12.453611"," 4.200278"
"Maize Yellow","Kebbi","Birnin Kebbi","Urban",2009-12-01,92.4242401123047,"12.453611"," 4.200278"
"Rice Imported","Kebbi","Birnin Kebbi","Urban",2009-03-01,160.606063842773,"12.453611"," 4.200278"
"Rice Imported","Kebbi","Birnin Kebbi","Urban",2009-04-01,159.425140380859,"12.453611"," 4.200278"
"Rice Imported","Kebbi","Birnin Kebbi","Urban",2009-05-01,180.303039550781,"12.453611"," 4.200278"
"Rice Local","Kebbi","Birnin Kebbi","Urban",2009-04-01,89.9816131591797,"12.453611"," 4.200278"
"Rice Local","Kebbi","Birnin Kebbi","Urban",2009-05-01,95.3125,"12.453611"," 4.200278"
"Sorghum","Kebbi","Birnin Kebbi","Urban",2009-03-01,47.6280822753906,"12.453611"," 4.200278"
"Sorghum","Kebbi","Birnin Kebbi","Urban",2009-04-01,53.5104331970215,"12.453611"," 4.200278"
"Sorghum","Kebbi","Birnin Kebbi","Urban",2009-05-01,54.4117622375488,"12.453611"," 4.200278"
"Sorghum","Kebbi","Birnin Kebbi","Urban",2009-09-01,64.0273666381836,"12.453611"," 4.200278"
"Sorghum","Kebbi","Birnin Kebbi","Urban",2009-12-01,60.8871002197266,"12.453611"," 4.200278"
"Drink Swan Water Bottle","Kogi","Ankpa","Urban",2010-04-01,77.5,"7.433333"," 7.633333"
"Drink Swan Water Bottle","Kogi","Ankpa","Urban",2010-10-01,103.834999084473,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-01-01,88.3744201660156,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-03-01,68.027214050293,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-04-01,100.69157409668,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-05-01,101.36986541748,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-06-01,83.9691543579102,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-07-01,69.6914672851562,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-08-01,80.3574447631836,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-09-01,71.1462478637695,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-10-01,85.6897964477539,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-11-01,88.8391418457031,"7.433333"," 7.633333"
"Maize White","Kogi","Ankpa","Urban",2010-12-01,97.2696228027344,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-01-01,92.1259841918945,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-03-01,92.6076431274414,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-04-01,95.4559097290039,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-05-01,99.7304611206055,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-06-01,99.4790573120117,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-08-01,86.1344528198242,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-09-01,76.1614608764648,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-10-01,87.4403839111328,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-11-01,139.715393066406,"7.433333"," 7.633333"
"Maize Yellow","Kogi","Ankpa","Urban",2010-12-01,152.068115234375,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-01-01,240.789474487305,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-03-01,191.849533081055,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-04-01,210.473571777344,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-05-01,208.616790771484,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-06-01,189.874633789062,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-07-01,231.111114501953,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-08-01,215.126037597656,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-09-01,193.893142700195,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-10-01,229.787246704102,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-11-01,229.758316040039,"7.433333"," 7.633333"
"Rice Imported","Kogi","Ankpa","Urban",2010-12-01,218.880523681641,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-01-01,151.673065185547,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-03-01,136.61897277832,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-04-01,141.955841064453,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-05-01,113.339553833008,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-06-01,126.541244506836,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-07-01,162.895919799805,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-09-01,121.12036895752,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-11-01,161.504577636719,"7.433333"," 7.633333"
"Rice Local","Kogi","Ankpa","Urban",2010-12-01,166.251052856445,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-01-01,90.9658813476562,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-04-01,106.893539428711,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-06-01,75.0227584838867,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-08-01,85.9650573730469,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-09-01,74.4187774658203,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-10-01,84.0336074829102,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-11-01,89.6495513916016,"7.433333"," 7.633333"
"Sorghum","Kogi","Ankpa","Urban",2010-12-01,93.9828643798828,"7.433333"," 7.633333"
"Cement Dangote","Kwara","Ilorin","Urban",2010-04-01,1626.67004394531,"8.5"," 4.55"
"Cement Dangote","Kwara","Ilorin","Urban",2010-07-01,1593.32995605469,"8.5"," 4.55"
"Drink Swan Water Bottle","Kwara","Ilorin","Urban",2010-12-01,78.3300018310547,"8.5"," 4.55"
"Maize White","Kwara","Ilorin","Urban",2010-01-01,68.2464447021484,"8.5"," 4.55"
"Maize White","Kwara","Ilorin","Urban",2010-07-01,63.9498443603516,"8.5"," 4.55"
"Maize Yellow","Kwara","Ilorin","Urban",2010-03-01,61.4457817077637,"8.5"," 4.55"
"Rice Imported","Kwara","Ilorin","Urban",2010-01-01,125.106384277344,"8.5"," 4.55"
"Rice Imported","Kwara","Ilorin","Urban",2010-04-01,161.064422607422,"8.5"," 4.55"
"Rice Imported","Kwara","Ilorin","Urban",2010-07-01,156.521743774414,"8.5"," 4.55"
"Rice Imported","Kwara","Ilorin","Urban",2010-11-01,163.013687133789,"8.5"," 4.55"
"Rice Imported","Kwara","Ilorin","Urban",2010-12-01,163.118133544922,"8.5"," 4.55"
"Rice Imported","Kwara","Ilorin","Urban",2011-01-01,163.63459777832,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2010-01-01,119.298248291016,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2010-03-01,116.731521606445,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2010-04-01,112.044822692871,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2010-05-01,106.896545410156,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2010-06-01,114.782608032227,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2010-09-01,114.94482421875,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2010-10-01,118.644065856934,"8.5"," 4.55"
"Rice Local","Kwara","Ilorin","Urban",2012-12-01,127.586204528809,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2010-04-01,57.8452644348145,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2010-05-01,62.3853225708008,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2010-06-01,73.3590774536133,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2010-07-01,63.5910224914551,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2010-11-01,81.7073135375977,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2010-12-01,81.1238403320312,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2011-01-01,66.4648590087891,"8.5"," 4.55"
"Sorghum","Kwara","Ilorin","Urban",2012-12-01,78.0321884155273,"8.5"," 4.55"
"Cement Dangote","Lagos","Agege","Urban",2010-03-01,1665,"6.621944"," 3.325833"
"Cement Dangote","Lagos","Agege","Urban",2010-07-01,1643.32995605469,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2009-05-01,87.6785736083984,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-01-01,88.3720932006836,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-02-01,84.8381576538086,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-03-01,80.7308959960938,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-04-01,88.6618957519531,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-05-01,85.6001892089844,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-06-01,93.8775482177734,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-07-01,98.1326446533203,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-08-01,94.1305236816406,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-09-01,95.7278442382812,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-10-01,91.906005859375,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2010-12-01,87.4226379394531,"6.621944"," 3.325833"
"Maize White","Lagos","Agege","Urban",2012-12-01,122.487434387207,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2009-01-01,84.523811340332,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-02-01,89.0656051635742,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-03-01,80.8202590942383,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-04-01,82.3304214477539,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-05-01,89.2842636108398,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-06-01,100.689651489258,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-07-01,106.02409362793,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-08-01,93.7081680297852,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-10-01,97.1534576416016,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-11-01,87.7408828735352,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2010-12-01,94.2329406738281,"6.621944"," 3.325833"
"Maize Yellow","Lagos","Agege","Urban",2012-12-01,122.984710693359,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2009-01-01,149.677429199219,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2009-02-01,151.612915039062,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2009-04-01,158.064514160156,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2009-05-01,158.560791015625,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-01-01,176.923065185547,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-02-01,176.119400024414,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-03-01,168.799987792969,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-04-01,162.062438964844,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-05-01,162.570053100586,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-06-01,169.899673461914,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-07-01,160.502990722656,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-08-01,168.510650634766,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-09-01,158.863830566406,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-10-01,171.23893737793,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-11-01,170.666656494141,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2010-12-01,168.627456665039,"6.621944"," 3.325833"
"Rice Imported","Lagos","Agege","Urban",2012-12-01,189.2060546875,"6.621944"," 3.325833"
"Rice Local","Lagos","Agege","Urban",2010-03-01,134.959350585938,"6.621944"," 3.325833"
"Rice Local","Lagos","Agege","Urban",2010-04-01,134.478286743164,"6.621944"," 3.325833"
"Rice Local","Lagos","Agege","Urban",2010-06-01,142.553192138672,"6.621944"," 3.325833"
"Rice Local","Lagos","Agege","Urban",2010-08-01,141.271438598633,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2009-01-01,103.606559753418,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2009-02-01,115.846992492676,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2009-04-01,109.836067199707,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2009-05-01,103.278686523438,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-02-01,98.4707183837891,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-03-01,93.1837768554688,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-04-01,95.0145416259766,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-05-01,87.0315704345703,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-06-01,109.090919494629,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-07-01,104.511276245117,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-08-01,97.8536148071289,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-09-01,106.699752807617,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-10-01,94.2394866943359,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2010-12-01,99.4073181152344,"6.621944"," 3.325833"
"Sorghum","Lagos","Agege","Urban",2012-12-01,140.874420166016,"6.621944"," 3.325833"
"Maize White","Lagos","Ayetoro - Epe","Urban",2009-03-01,74.5454559326172,"6.583333"," 3.983333"
"Rice Imported","Lagos","Ayetoro - Epe","Urban",2009-03-01,161.993774414062,"6.583333"," 3.983333"
"Cement Dangote","Nasarawa","Akwanga","Urban",2010-04-01,1606.25,"8.916667"," 8.383333"
"Drink Swan Water Bottle","Nasarawa","Akwanga","Urban",2010-01-01,93,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-03-01,59.0044097900391,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-04-01,58.2560691833496,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-05-01,63.6174659729004,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-06-01,64.9572677612305,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-08-01,62.8583297729492,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-09-01,57.9399147033691,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-11-01,54.8812675476074,"8.916667"," 8.383333"
"Maize White","Nasarawa","Akwanga","Urban",2010-12-01,52.0446090698242,"8.916667"," 8.383333"
"Maize Yellow","Nasarawa","Akwanga","Urban",2010-03-01,59.6924934387207,"8.916667"," 8.383333"
"Maize Yellow","Nasarawa","Akwanga","Urban",2010-04-01,58.1704635620117,"8.916667"," 8.383333"
"Maize Yellow","Nasarawa","Akwanga","Urban",2010-05-01,60.2531661987305,"8.916667"," 8.383333"
"Maize Yellow","Nasarawa","Akwanga","Urban",2010-06-01,70.8571395874023,"8.916667"," 8.383333"
"Maize Yellow","Nasarawa","Akwanga","Urban",2010-08-01,65.6703872680664,"8.916667"," 8.383333"
"Maize Yellow","Nasarawa","Akwanga","Urban",2010-09-01,63.9152679443359,"8.916667"," 8.383333"
"Maize Yellow","Nasarawa","Akwanga","Urban",2010-11-01,56.7505722045898,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-01-01,214.084518432617,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-03-01,179.207305908203,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-04-01,180.241058349609,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-05-01,160.846557617188,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-06-01,159.674133300781,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-09-01,176.451187133789,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-11-01,165.405410766602,"8.916667"," 8.383333"
"Rice Imported","Nasarawa","Akwanga","Urban",2010-12-01,171.774291992188,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-01-01,146.005508422852,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-03-01,127.305793762207,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-04-01,117.051612854004,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-05-01,113.235290527344,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-06-01,104.489799499512,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-08-01,115.422744750977,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-09-01,125.399871826172,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-11-01,117.406143188477,"8.916667"," 8.383333"
"Rice Local","Nasarawa","Akwanga","Urban",2010-12-01,125.35758972168,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2009-05-01,41.1764678955078,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2009-10-01,55.238094329834,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-01-01,61.9607849121094,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-03-01,59.5755271911621,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-04-01,66.1394653320312,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-05-01,60.5839424133301,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-06-01,67.1081695556641,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-08-01,67.6148071289062,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-09-01,66.5188446044922,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-11-01,67.0707092285156,"8.916667"," 8.383333"
"Sorghum","Nasarawa","Akwanga","Urban",2010-12-01,66.0446701049805,"8.916667"," 8.383333"
"Maize White","Nasarawa","Lafia","Urban",2009-09-01,70.1862411499023,"8.491667"," 8.516667"
"Maize Yellow","Nasarawa","Lafia","Urban",2009-09-01,78.9290008544922,"8.491667"," 8.516667"
"Maize Yellow","Nasarawa","Lafia","Urban",2009-10-01,64.9425277709961,"8.491667"," 8.516667"
"Maize Yellow","Nasarawa","Lafia","Urban",2009-11-01,80.2028427124023,"8.491667"," 8.516667"
"Rice Imported","Nasarawa","Lafia","Urban",2009-02-01,149.425308227539,"8.491667"," 8.516667"
"Rice Local","Nasarawa","Lafia","Urban",2009-02-01,106.040092468262,"8.491667"," 8.516667"
"Rice Local","Nasarawa","Lafia","Urban",2009-04-01,112.903228759766,"8.491667"," 8.516667"
"Sorghum","Nasarawa","Lafia","Urban",2009-02-01,61.8686866760254,"8.491667"," 8.516667"
"Sorghum","Nasarawa","Lafia","Urban",2009-09-01,80.0492630004883,"8.491667"," 8.516667"
"Sorghum","Nasarawa","Lafia","Urban",2009-10-01,69.6428527832031,"8.491667"," 8.516667"
"Sorghum","Nasarawa","Lafia","Urban",2009-11-01,80.0363006591797,"8.491667"," 8.516667"
"Drink Swan Water Bottle","Niger","Bida","Urban",2009-08-01,85.8823547363281,"9.083333"," 6.016667"
"Maize White","Niger","Bida","Urban",2009-02-01,57.6271171569824,"9.083333"," 6.016667"
"Maize White","Niger","Bida","Urban",2009-08-01,69.3855209350586,"9.083333"," 6.016667"
"Maize White","Niger","Bida","Urban",2010-01-01,57.3770484924316,"9.083333"," 6.016667"
