"state","item","date","Obs","DistinctPrice"
"Abia","Cement Dangote",2009-01-01,4,4
"Abia","Cement Dangote",2009-02-01,4,3
"Abia","Cement Dangote",2009-03-01,4,4
"Abia","Cement Dangote",2009-04-01,3,3
"Abia","Cement Dangote",2009-05-01,3,3
"Abia","Cement Dangote",2009-06-01,3,3
"Abia","Cement Dangote",2009-08-01,4,4
"Abia","Cement Dangote",2009-09-01,2,2
"Abia","Cement Dangote",2009-10-01,6,5
"Abia","Cement Dangote",2009-11-01,2,2
"Abia","Cement Dangote",2009-12-01,3,3
"Abia","Cement Dangote",2010-01-01,25,2
"Abia","Cement Dangote",2010-02-01,25,2
"Abia","Cement Dangote",2010-03-01,25,2
"Abia","Cement Dangote",2010-04-01,25,2
"Abia","Cement Dangote",2010-05-01,25,2
"Abia","Cement Dangote",2010-06-01,25,2
"Abia","Cement Dangote",2010-07-01,25,2
"Abia","Cement Dangote",2010-08-01,25,1
"Abia","Cement Dangote",2010-09-01,25,2
"Abia","Cement Dangote",2010-10-01,25,2
"Abia","Cement Dangote",2010-11-01,25,2
"Abia","Cement Dangote",2010-12-01,25,2
"Abia","Cement Dangote",2011-01-01,25,1
"Abia","Cement Dangote",2011-02-01,25,1
"Abia","Cement Dangote",2011-03-01,25,1
"Abia","Cement Dangote",2011-04-01,25,1
"Abia","Cement Dangote",2011-05-01,25,1
"Abia","Cement Dangote",2011-06-01,25,1
"Abia","Cement Dangote",2011-07-01,25,1
"Abia","Cement Dangote",2011-09-01,25,1
"Abia","Cement Dangote",2011-10-01,25,1
"Abia","Cement Dangote",2011-11-01,25,1
"Abia","Cement Dangote",2011-12-01,25,1
"Abia","Cement Dangote",2012-01-01,25,1
"Abia","Cement Dangote",2012-02-01,25,1
"Abia","Cement Dangote",2012-03-01,25,1
"Abia","Cement Dangote",2012-04-01,25,1
"Abia","Cement Dangote",2012-05-01,25,1
"Abia","Cement Dangote",2012-06-01,25,1
"Abia","Cement Dangote",2012-07-01,25,1
"Abia","Cement Dangote",2012-08-01,25,1
"Abia","Cement Dangote",2012-09-01,25,1
"Abia","Cement Dangote",2012-10-01,25,1
"Abia","Cement Dangote",2012-11-01,25,1
"Abia","Cement Dangote",2012-12-01,25,2
"Abia","Drink Swan Water Bottle",2009-01-01,2,2
"Abia","Drink Swan Water Bottle",2009-02-01,2,2
"Abia","Drink Swan Water Bottle",2009-03-01,1,1
"Abia","Drink Swan Water Bottle",2009-04-01,1,1
"Abia","Drink Swan Water Bottle",2009-05-01,2,2
"Abia","Drink Swan Water Bottle",2009-06-01,2,2
"Abia","Drink Swan Water Bottle",2009-09-01,4,4
"Abia","Drink Swan Water Bottle",2009-10-01,2,2
"Abia","Drink Swan Water Bottle",2009-11-01,4,4
"Abia","Drink Swan Water Bottle",2009-12-01,2,2
"Abia","Drink Swan Water Bottle",2010-01-01,25,2
"Abia","Drink Swan Water Bottle",2010-02-01,25,2
"Abia","Drink Swan Water Bottle",2010-03-01,25,2
"Abia","Drink Swan Water Bottle",2010-04-01,25,2
"Abia","Drink Swan Water Bottle",2010-05-01,22,1
"Abia","Drink Swan Water Bottle",2010-06-01,25,2
"Abia","Drink Swan Water Bottle",2010-07-01,25,2
"Abia","Drink Swan Water Bottle",2010-08-01,25,2
"Abia","Drink Swan Water Bottle",2010-09-01,25,2
"Abia","Drink Swan Water Bottle",2010-10-01,25,2
"Abia","Drink Swan Water Bottle",2010-11-01,25,2
"Abia","Drink Swan Water Bottle",2010-12-01,25,2
"Abia","Drink Swan Water Bottle",2011-01-01,25,1
"Abia","Drink Swan Water Bottle",2011-02-01,25,1
"Abia","Drink Swan Water Bottle",2011-03-01,25,1
"Abia","Drink Swan Water Bottle",2011-04-01,25,1
"Abia","Drink Swan Water Bottle",2011-05-01,25,1
"Abia","Drink Swan Water Bottle",2011-06-01,25,1
"Abia","Drink Swan Water Bottle",2011-07-01,25,1
"Abia","Drink Swan Water Bottle",2011-09-01,25,1
"Abia","Drink Swan Water Bottle",2011-10-01,25,1
"Abia","Drink Swan Water Bottle",2011-11-01,25,1
"Abia","Drink Swan Water Bottle",2011-12-01,25,1
"Abia","Drink Swan Water Bottle",2012-01-01,25,1
"Abia","Drink Swan Water Bottle",2012-02-01,25,1
"Abia","Drink Swan Water Bottle",2012-03-01,25,1
"Abia","Drink Swan Water Bottle",2012-04-01,25,1
"Abia","Drink Swan Water Bottle",2012-05-01,25,1
"Abia","Drink Swan Water Bottle",2012-06-01,25,1
"Abia","Drink Swan Water Bottle",2012-07-01,25,1
"Abia","Drink Swan Water Bottle",2012-08-01,25,1
"Abia","Drink Swan Water Bottle",2012-09-01,25,1
"Abia","Drink Swan Water Bottle",2012-10-01,25,1
"Abia","Drink Swan Water Bottle",2012-11-01,25,2
"Abia","Drink Swan Water Bottle",2012-12-01,25,2
"Abia","Maize White",2009-01-01,5,4
"Abia","Maize White",2009-02-01,3,3
"Abia","Maize White",2009-03-01,1,1
"Abia","Maize White",2009-04-01,1,1
"Abia","Maize White",2009-05-01,2,2
"Abia","Maize White",2009-06-01,3,2
"Abia","Maize White",2009-09-01,2,2
"Abia","Maize White",2009-10-01,3,2
"Abia","Maize White",2009-11-01,2,2
"Abia","Maize White",2009-12-01,3,3
"Abia","Maize White",2010-01-01,25,2
"Abia","Maize White",2010-02-01,25,2
"Abia","Maize White",2010-03-01,25,2
"Abia","Maize White",2010-04-01,25,2
"Abia","Maize White",2010-05-01,25,2
"Abia","Maize White",2010-06-01,25,2
"Abia","Maize White",2010-07-01,25,2
"Abia","Maize White",2010-08-01,25,2
"Abia","Maize White",2010-09-01,25,2
"Abia","Maize White",2010-10-01,25,2
"Abia","Maize White",2010-11-01,25,2
"Abia","Maize White",2010-12-01,25,2
"Abia","Maize White",2011-01-01,25,1
"Abia","Maize White",2011-02-01,25,1
"Abia","Maize White",2011-03-01,25,1
"Abia","Maize White",2011-04-01,25,1
"Abia","Maize White",2011-05-01,25,1
"Abia","Maize White",2011-06-01,25,1
"Abia","Maize White",2011-07-01,25,1
"Abia","Maize White",2011-09-01,25,1
"Abia","Maize White",2011-10-01,25,1
"Abia","Maize White",2011-11-01,25,1
"Abia","Maize White",2011-12-01,25,1
"Abia","Maize White",2012-01-01,25,1
"Abia","Maize White",2012-02-01,25,1
"Abia","Maize White",2012-03-01,25,1
"Abia","Maize White",2012-04-01,25,1
"Abia","Maize White",2012-05-01,25,1
"Abia","Maize White",2012-06-01,25,1
"Abia","Maize White",2012-07-01,25,1
"Abia","Maize White",2012-08-01,25,1
"Abia","Maize White",2012-09-01,25,2
"Abia","Maize White",2012-10-01,25,1
"Abia","Maize White",2012-11-01,25,2
"Abia","Maize White",2012-12-01,25,2
"Abia","Maize Yellow",2009-01-01,5,5
"Abia","Maize Yellow",2009-02-01,3,3
"Abia","Maize Yellow",2009-03-01,1,1
"Abia","Maize Yellow",2009-04-01,1,1
"Abia","Maize Yellow",2009-05-01,2,2
"Abia","Maize Yellow",2009-06-01,2,1
"Abia","Maize Yellow",2009-09-01,2,2
"Abia","Maize Yellow",2009-10-01,3,3
"Abia","Maize Yellow",2009-11-01,2,2
"Abia","Maize Yellow",2009-12-01,3,3
"Abia","Maize Yellow",2010-01-01,25,2
"Abia","Maize Yellow",2010-02-01,25,2
"Abia","Maize Yellow",2010-03-01,25,2
"Abia","Maize Yellow",2010-04-01,25,2
"Abia","Maize Yellow",2010-05-01,25,2
"Abia","Maize Yellow",2010-06-01,25,2
"Abia","Maize Yellow",2010-07-01,25,2
"Abia","Maize Yellow",2010-08-01,25,2
"Abia","Maize Yellow",2010-09-01,25,2
"Abia","Maize Yellow",2010-10-01,25,2
"Abia","Maize Yellow",2010-11-01,25,2
"Abia","Maize Yellow",2010-12-01,25,2
"Abia","Maize Yellow",2011-01-01,25,1
"Abia","Maize Yellow",2011-02-01,25,1
"Abia","Maize Yellow",2011-03-01,25,1
"Abia","Maize Yellow",2011-04-01,25,1
"Abia","Maize Yellow",2011-05-01,25,1
"Abia","Maize Yellow",2011-06-01,25,1
"Abia","Maize Yellow",2011-07-01,25,1
"Abia","Maize Yellow",2011-09-01,25,1
"Abia","Maize Yellow",2011-11-01,25,1
"Abia","Maize Yellow",2011-12-01,25,1
"Abia","Maize Yellow",2012-01-01,25,2
"Abia","Maize Yellow",2012-02-01,25,1
"Abia","Maize Yellow",2012-03-01,25,1
"Abia","Maize Yellow",2012-04-01,25,1
"Abia","Maize Yellow",2012-05-01,25,1
"Abia","Maize Yellow",2012-06-01,25,1
"Abia","Maize Yellow",2012-07-01,25,1
"Abia","Maize Yellow",2012-08-01,25,1
"Abia","Maize Yellow",2012-09-01,25,2
"Abia","Maize Yellow",2012-10-01,25,1
"Abia","Maize Yellow",2012-11-01,25,2
"Abia","Maize Yellow",2012-12-01,25,2
"Abia","Rice Imported",2009-01-01,4,4
"Abia","Rice Imported",2009-02-01,3,3
"Abia","Rice Imported",2009-03-01,2,2
"Abia","Rice Imported",2009-04-01,1,1
"Abia","Rice Imported",2009-05-01,2,2
"Abia","Rice Imported",2009-06-01,3,2
"Abia","Rice Imported",2010-01-01,25,2
"Abia","Rice Imported",2010-02-01,25,1
"Abia","Rice Imported",2010-03-01,25,2
"Abia","Rice Imported",2010-04-01,25,2
"Abia","Rice Imported",2010-05-01,25,2
"Abia","Rice Imported",2010-06-01,25,2
"Abia","Rice Imported",2010-07-01,25,2
"Abia","Rice Imported",2010-08-01,25,2
"Abia","Rice Imported",2010-09-01,25,2
"Abia","Rice Imported",2010-10-01,25,2
"Abia","Rice Imported",2010-11-01,25,2
"Abia","Rice Imported",2010-12-01,25,2
"Abia","Rice Imported",2011-01-01,25,1
"Abia","Rice Imported",2011-02-01,25,1
"Abia","Rice Imported",2011-03-01,25,1
"Abia","Rice Imported",2011-04-01,25,1
"Abia","Rice Imported",2011-05-01,25,1
"Abia","Rice Imported",2011-06-01,25,1
"Abia","Rice Imported",2011-07-01,25,1
"Abia","Rice Imported",2011-09-01,25,1
"Abia","Rice Imported",2011-11-01,25,1
"Abia","Rice Imported",2011-12-01,25,1
"Abia","Rice Imported",2012-01-01,25,1
"Abia","Rice Imported",2012-02-01,25,1
"Abia","Rice Imported",2012-03-01,25,3
"Abia","Rice Imported",2012-04-01,25,1
"Abia","Rice Imported",2012-05-01,25,1
"Abia","Rice Imported",2012-06-01,25,1
"Abia","Rice Imported",2012-07-01,25,1
"Abia","Rice Imported",2012-08-01,25,1
"Abia","Rice Imported",2012-09-01,25,2
"Abia","Rice Imported",2012-10-01,25,1
"Abia","Rice Imported",2012-11-01,25,2
"Abia","Rice Imported",2012-12-01,25,2
"Abia","Rice Local",2009-01-01,6,5
"Abia","Rice Local",2009-02-01,3,3
"Abia","Rice Local",2009-03-01,2,2
"Abia","Rice Local",2009-04-01,1,1
"Abia","Rice Local",2009-05-01,2,2
"Abia","Rice Local",2009-06-01,3,2
"Abia","Rice Local",2010-01-01,25,2
"Abia","Rice Local",2010-02-01,25,2
"Abia","Rice Local",2010-03-01,25,2
"Abia","Rice Local",2010-04-01,25,2
"Abia","Rice Local",2010-05-01,25,2
"Abia","Rice Local",2010-06-01,25,2
"Abia","Rice Local",2010-07-01,25,2
"Abia","Rice Local",2010-08-01,25,2
"Abia","Rice Local",2010-09-01,25,2
"Abia","Rice Local",2010-10-01,25,2
"Abia","Rice Local",2010-11-01,25,2
"Abia","Rice Local",2010-12-01,25,2
"Abia","Rice Local",2011-01-01,25,1
"Abia","Rice Local",2011-02-01,25,1
"Abia","Rice Local",2011-03-01,25,1
"Abia","Rice Local",2011-04-01,25,1
"Abia","Rice Local",2011-05-01,25,1
"Abia","Rice Local",2011-06-01,25,1
"Abia","Rice Local",2011-07-01,25,1
"Abia","Rice Local",2011-09-01,25,1
"Abia","Rice Local",2011-11-01,25,1
"Abia","Rice Local",2011-12-01,25,1
"Abia","Rice Local",2012-01-01,25,1
"Abia","Rice Local",2012-02-01,25,1
"Abia","Rice Local",2012-03-01,25,1
"Abia","Rice Local",2012-04-01,25,1
"Abia","Rice Local",2012-05-01,25,1
"Abia","Rice Local",2012-06-01,25,1
"Abia","Rice Local",2012-07-01,25,1
"Abia","Rice Local",2012-08-01,25,1
"Abia","Rice Local",2012-09-01,25,2
"Abia","Rice Local",2012-10-01,25,1
"Abia","Rice Local",2012-11-01,25,2
"Abia","Rice Local",2012-12-01,25,2
"Abia","Sorghum",2009-01-01,2,2
"Abia","Sorghum",2009-02-01,1,1
"Abia","Sorghum",2009-03-01,1,1
"Abia","Sorghum",2009-04-01,1,1
"Abia","Sorghum",2009-05-01,1,1
"Abia","Sorghum",2009-06-01,2,2
"Abia","Sorghum",2009-09-01,1,1
"Abia","Sorghum",2009-10-01,2,1
"Abia","Sorghum",2009-11-01,1,1
"Abia","Sorghum",2009-12-01,1,1
"Abia","Sorghum",2010-01-01,3,1
"Abia","Sorghum",2010-02-01,3,1
"Abia","Sorghum",2010-03-01,3,1
"Abia","Sorghum",2010-04-01,3,1
"Abia","Sorghum",2010-05-01,25,2
"Abia","Sorghum",2010-06-01,3,1
"Abia","Sorghum",2010-07-01,3,1
"Abia","Sorghum",2010-08-01,3,1
"Abia","Sorghum",2010-09-01,3,1
"Abia","Sorghum",2010-10-01,3,1
"Abia","Sorghum",2010-11-01,3,1
"Abia","Sorghum",2010-12-01,3,1
"Abia","Sorghum",2011-02-01,25,1
"Abia","Sorghum",2011-03-01,25,1
"Abia","Sorghum",2011-04-01,25,1
"Abia","Sorghum",2011-05-01,25,1
"Abia","Sorghum",2011-06-01,25,1
"Abia","Sorghum",2011-07-01,25,1
"Abia","Sorghum",2011-09-01,25,1
"Abia","Sorghum",2011-11-01,25,1
"Abia","Sorghum",2011-12-01,25,1
"Abia","Sorghum",2012-01-01,25,1
"Abia","Sorghum",2012-02-01,25,1
"Abia","Sorghum",2012-03-01,25,1
"Abia","Sorghum",2012-04-01,25,1
"Abia","Sorghum",2012-05-01,25,1
"Abia","Sorghum",2012-06-01,25,1
"Abia","Sorghum",2012-07-01,25,1
"Abia","Sorghum",2012-08-01,25,1
"Abia","Sorghum",2012-09-01,25,2
"Abia","Sorghum",2012-10-01,25,1
"Abia","Sorghum",2012-11-01,25,2
"Abia","Sorghum",2012-12-01,25,2
"Adamawa","Cement Dangote",2009-03-01,2,2
"Adamawa","Cement Dangote",2009-04-01,5,3
"Adamawa","Cement Dangote",2009-06-01,3,3
"Adamawa","Cement Dangote",2009-09-01,4,3
"Adamawa","Cement Dangote",2009-10-01,11,8
"Adamawa","Cement Dangote",2009-11-01,4,3
"Adamawa","Cement Dangote",2009-12-01,1,1
"Adamawa","Cement Dangote",2010-01-01,25,2
"Adamawa","Cement Dangote",2010-02-01,23,1
"Adamawa","Cement Dangote",2010-03-01,25,2
"Adamawa","Cement Dangote",2010-04-01,25,2
"Adamawa","Cement Dangote",2010-05-01,25,1
"Adamawa","Cement Dangote",2010-06-01,25,2
"Adamawa","Cement Dangote",2010-07-01,25,2
"Adamawa","Cement Dangote",2010-08-01,25,2
"Adamawa","Cement Dangote",2010-09-01,25,2
"Adamawa","Cement Dangote",2010-10-01,25,2
"Adamawa","Cement Dangote",2010-11-01,25,2
"Adamawa","Cement Dangote",2010-12-01,25,2
"Adamawa","Cement Dangote",2011-01-01,25,1
"Adamawa","Cement Dangote",2011-02-01,25,1
"Adamawa","Cement Dangote",2011-03-01,25,1
"Adamawa","Cement Dangote",2011-04-01,25,1
"Adamawa","Cement Dangote",2011-06-01,25,1
"Adamawa","Cement Dangote",2011-07-01,25,1
"Adamawa","Cement Dangote",2011-08-01,25,1
"Adamawa","Cement Dangote",2011-12-01,25,1
"Adamawa","Cement Dangote",2012-02-01,25,1
"Adamawa","Cement Dangote",2012-03-01,25,1
"Adamawa","Cement Dangote",2012-04-01,25,1
"Adamawa","Cement Dangote",2012-06-01,25,1
"Adamawa","Drink Swan Water Bottle",2009-02-01,2,2
"Adamawa","Drink Swan Water Bottle",2009-03-01,2,1
"Adamawa","Drink Swan Water Bottle",2009-04-01,4,4
"Adamawa","Drink Swan Water Bottle",2009-05-01,1,1
"Adamawa","Drink Swan Water Bottle",2009-06-01,8,5
"Adamawa","Drink Swan Water Bottle",2009-09-01,5,4
"Adamawa","Drink Swan Water Bottle",2009-10-01,9,7
"Adamawa","Drink Swan Water Bottle",2009-11-01,4,4
"Adamawa","Drink Swan Water Bottle",2009-12-01,4,3
"Adamawa","Drink Swan Water Bottle",2010-01-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-02-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-03-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-04-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-05-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-06-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-07-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-08-01,25,1
"Adamawa","Drink Swan Water Bottle",2010-09-01,25,2
"Adamawa","Drink Swan Water Bottle",2010-10-01,25,1
"Adamawa","Drink Swan Water Bottle",2010-11-01,25,1
"Adamawa","Drink Swan Water Bottle",2010-12-01,25,2
"Adamawa","Drink Swan Water Bottle",2011-01-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-02-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-03-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-04-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-05-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-06-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-07-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-08-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-09-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-10-01,25,1
"Adamawa","Drink Swan Water Bottle",2011-11-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-01-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-02-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-03-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-04-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-05-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-06-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-07-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-08-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-09-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-10-01,25,1
"Adamawa","Drink Swan Water Bottle",2012-11-01,25,2
"Adamawa","Drink Swan Water Bottle",2012-12-01,23,1
"Adamawa","Maize White",2009-02-01,4,4
"Adamawa","Maize White",2009-03-01,6,6
"Adamawa","Maize White",2009-04-01,8,8
"Adamawa","Maize White",2009-05-01,3,3
"Adamawa","Maize White",2009-06-01,9,9
"Adamawa","Maize White",2009-09-01,9,9
"Adamawa","Maize White",2009-10-01,10,10
"Adamawa","Maize White",2009-11-01,10,10
"Adamawa","Maize White",2009-12-01,11,11
"Adamawa","Maize White",2010-01-01,25,2
"Adamawa","Maize White",2010-02-01,25,2
"Adamawa","Maize White",2010-03-01,25,2
"Adamawa","Maize White",2010-04-01,25,2
"Adamawa","Maize White",2010-05-01,25,2
"Adamawa","Maize White",2010-06-01,25,2
"Adamawa","Maize White",2010-07-01,25,2
"Adamawa","Maize White",2010-08-01,25,2
"Adamawa","Maize White",2010-09-01,25,2
"Adamawa","Maize White",2010-10-01,25,2
"Adamawa","Maize White",2010-11-01,25,2
"Adamawa","Maize White",2010-12-01,25,2
"Adamawa","Maize White",2011-01-01,25,1
"Adamawa","Maize White",2011-02-01,25,1
"Adamawa","Maize White",2011-03-01,25,1
"Adamawa","Maize White",2011-04-01,25,1
"Adamawa","Maize White",2011-05-01,25,1
"Adamawa","Maize White",2011-06-01,25,1
"Adamawa","Maize White",2011-07-01,25,1
"Adamawa","Maize White",2011-08-01,25,1
"Adamawa","Maize White",2011-09-01,25,1
"Adamawa","Maize White",2011-10-01,25,1
"Adamawa","Maize White",2011-11-01,25,1
"Adamawa","Maize White",2012-01-01,25,1
"Adamawa","Maize White",2012-02-01,25,1
"Adamawa","Maize White",2012-03-01,25,1
"Adamawa","Maize White",2012-04-01,25,1
"Adamawa","Maize White",2012-05-01,25,1
"Adamawa","Maize White",2012-06-01,25,1
"Adamawa","Maize White",2012-07-01,25,1
"Adamawa","Maize White",2012-08-01,25,1
"Adamawa","Maize White",2012-09-01,25,1
"Adamawa","Maize White",2012-10-01,25,1
"Adamawa","Maize White",2012-11-01,25,2
"Adamawa","Maize White",2012-12-01,23,1
"Adamawa","Maize Yellow",2009-02-01,4,4
"Adamawa","Maize Yellow",2009-03-01,4,4
"Adamawa","Maize Yellow",2009-04-01,8,8
"Adamawa","Maize Yellow",2009-05-01,3,3
"Adamawa","Maize Yellow",2009-06-01,8,8
"Adamawa","Maize Yellow",2009-09-01,9,9
"Adamawa","Maize Yellow",2009-10-01,9,9
"Adamawa","Maize Yellow",2009-11-01,9,9
"Adamawa","Maize Yellow",2009-12-01,9,9
"Adamawa","Maize Yellow",2010-01-01,25,2
"Adamawa","Maize Yellow",2010-02-01,25,2
"Adamawa","Maize Yellow",2010-03-01,25,2
"Adamawa","Maize Yellow",2010-04-01,25,2
"Adamawa","Maize Yellow",2010-05-01,25,2
"Adamawa","Maize Yellow",2010-06-01,25,2
"Adamawa","Maize Yellow",2010-07-01,25,2
"Adamawa","Maize Yellow",2010-08-01,25,2
"Adamawa","Maize Yellow",2010-09-01,25,2
"Adamawa","Maize Yellow",2010-10-01,25,2
"Adamawa","Maize Yellow",2010-11-01,25,2
"Adamawa","Maize Yellow",2010-12-01,25,2
"Adamawa","Maize Yellow",2011-01-01,25,1
"Adamawa","Maize Yellow",2011-02-01,25,1
"Adamawa","Maize Yellow",2011-03-01,25,1
"Adamawa","Maize Yellow",2011-04-01,25,1
"Adamawa","Maize Yellow",2011-05-01,25,1
"Adamawa","Maize Yellow",2011-06-01,25,1
"Adamawa","Maize Yellow",2011-07-01,25,1
"Adamawa","Maize Yellow",2011-08-01,25,1
"Adamawa","Maize Yellow",2011-09-01,25,1
"Adamawa","Maize Yellow",2011-10-01,25,1
"Adamawa","Maize Yellow",2011-11-01,25,1
"Adamawa","Maize Yellow",2012-01-01,25,1
"Adamawa","Maize Yellow",2012-02-01,25,1
"Adamawa","Maize Yellow",2012-03-01,25,1
"Adamawa","Maize Yellow",2012-04-01,25,1
"Adamawa","Maize Yellow",2012-05-01,25,1
"Adamawa","Maize Yellow",2012-06-01,25,1
"Adamawa","Maize Yellow",2012-07-01,25,1
"Adamawa","Maize Yellow",2012-08-01,25,1
"Adamawa","Maize Yellow",2012-09-01,25,1
"Adamawa","Maize Yellow",2012-10-01,25,1
"Adamawa","Maize Yellow",2012-11-01,25,2
"Adamawa","Maize Yellow",2012-12-01,23,1
"Adamawa","Rice Imported",2009-02-01,4,4
"Adamawa","Rice Imported",2009-03-01,6,5
"Adamawa","Rice Imported",2009-04-01,7,7
"Adamawa","Rice Imported",2009-05-01,3,3
"Adamawa","Rice Imported",2009-06-01,9,8
"Adamawa","Rice Imported",2010-01-01,25,2
"Adamawa","Rice Imported",2010-02-01,25,2
"Adamawa","Rice Imported",2010-03-01,25,2
"Adamawa","Rice Imported",2010-04-01,25,2
"Adamawa","Rice Imported",2010-05-01,25,2
"Adamawa","Rice Imported",2010-06-01,25,2
"Adamawa","Rice Imported",2010-07-01,25,2
"Adamawa","Rice Imported",2010-08-01,25,2
"Adamawa","Rice Imported",2010-09-01,25,2
"Adamawa","Rice Imported",2010-10-01,25,2
"Adamawa","Rice Imported",2010-11-01,25,2
"Adamawa","Rice Imported",2010-12-01,25,2
"Adamawa","Rice Imported",2011-01-01,25,1
"Adamawa","Rice Imported",2011-02-01,25,1
"Adamawa","Rice Imported",2011-03-01,25,1
"Adamawa","Rice Imported",2011-04-01,25,1
"Adamawa","Rice Imported",2011-05-01,25,1
"Adamawa","Rice Imported",2011-06-01,25,1
"Adamawa","Rice Imported",2011-07-01,25,1
"Adamawa","Rice Imported",2011-08-01,25,1
"Adamawa","Rice Imported",2011-09-01,25,1
"Adamawa","Rice Imported",2011-10-01,25,1
"Adamawa","Rice Imported",2011-11-01,25,1
"Adamawa","Rice Imported",2012-01-01,25,1
"Adamawa","Rice Imported",2012-02-01,25,1
"Adamawa","Rice Imported",2012-03-01,25,1
"Adamawa","Rice Imported",2012-04-01,25,1
"Adamawa","Rice Imported",2012-05-01,25,1
"Adamawa","Rice Imported",2012-06-01,25,1
"Adamawa","Rice Imported",2012-07-01,25,1
"Adamawa","Rice Imported",2012-08-01,25,1
"Adamawa","Rice Imported",2012-09-01,25,1
"Adamawa","Rice Imported",2012-10-01,25,1
"Adamawa","Rice Imported",2012-11-01,25,2
"Adamawa","Rice Imported",2012-12-01,23,1
"Adamawa","Rice Local",2009-02-01,4,4
"Adamawa","Rice Local",2009-03-01,6,6
"Adamawa","Rice Local",2009-04-01,8,8
"Adamawa","Rice Local",2009-05-01,3,3
"Adamawa","Rice Local",2009-06-01,9,9
"Adamawa","Rice Local",2010-01-01,25,2
"Adamawa","Rice Local",2010-02-01,25,2
"Adamawa","Rice Local",2010-03-01,25,2
"Adamawa","Rice Local",2010-04-01,25,2
"Adamawa","Rice Local",2010-05-01,25,2
"Adamawa","Rice Local",2010-06-01,25,2
"Adamawa","Rice Local",2010-07-01,25,2
"Adamawa","Rice Local",2010-08-01,25,2
"Adamawa","Rice Local",2010-09-01,25,2
"Adamawa","Rice Local",2010-10-01,25,2
"Adamawa","Rice Local",2010-11-01,25,2
"Adamawa","Rice Local",2010-12-01,25,2
"Adamawa","Rice Local",2011-01-01,25,1
"Adamawa","Rice Local",2011-02-01,25,1
"Adamawa","Rice Local",2011-03-01,25,1
"Adamawa","Rice Local",2011-04-01,25,1
"Adamawa","Rice Local",2011-05-01,25,1
"Adamawa","Rice Local",2011-06-01,25,1
"Adamawa","Rice Local",2011-07-01,25,1
"Adamawa","Rice Local",2011-08-01,25,1
"Adamawa","Rice Local",2011-09-01,25,1
"Adamawa","Rice Local",2011-10-01,25,1
"Adamawa","Rice Local",2011-11-01,25,1
"Adamawa","Rice Local",2012-01-01,25,1
"Adamawa","Rice Local",2012-02-01,25,1
"Adamawa","Rice Local",2012-03-01,25,1
"Adamawa","Rice Local",2012-04-01,25,1
"Adamawa","Rice Local",2012-05-01,25,1
"Adamawa","Rice Local",2012-06-01,25,1
"Adamawa","Rice Local",2012-07-01,25,1
"Adamawa","Rice Local",2012-08-01,25,1
"Adamawa","Rice Local",2012-09-01,25,1
"Adamawa","Rice Local",2012-10-01,25,1
"Adamawa","Rice Local",2012-11-01,25,2
"Adamawa","Rice Local",2012-12-01,23,1
"Adamawa","Sorghum",2009-02-01,4,4
"Adamawa","Sorghum",2009-03-01,6,6
"Adamawa","Sorghum",2009-04-01,8,8
"Adamawa","Sorghum",2009-05-01,3,3
"Adamawa","Sorghum",2009-06-01,9,8
"Adamawa","Sorghum",2009-09-01,9,9
"Adamawa","Sorghum",2009-10-01,10,10
"Adamawa","Sorghum",2009-11-01,10,10
"Adamawa","Sorghum",2009-12-01,11,11
"Adamawa","Sorghum",2010-01-01,25,2
"Adamawa","Sorghum",2010-02-01,25,2
"Adamawa","Sorghum",2010-03-01,25,2
"Adamawa","Sorghum",2010-04-01,25,2
"Adamawa","Sorghum",2010-05-01,25,2
"Adamawa","Sorghum",2010-06-01,25,2
"Adamawa","Sorghum",2010-07-01,25,2
"Adamawa","Sorghum",2010-08-01,25,2
"Adamawa","Sorghum",2010-09-01,25,2
"Adamawa","Sorghum",2010-10-01,25,2
"Adamawa","Sorghum",2010-11-01,25,2
"Adamawa","Sorghum",2010-12-01,25,2
"Adamawa","Sorghum",2011-01-01,25,1
