"region","zone","item","date","price","weight"
"Tigray","North Western Tigray","Barley",2010-01-01,4.53,2
"Tigray","North Western Tigray","Barley",2010-02-01,6.98,2
"Tigray","North Western Tigray","Barley",2010-03-01,6.13,1
"Tigray","North Western Tigray","Barley",2010-04-01,6.71,2
"Tigray","North Western Tigray","Barley",2010-05-01,6.36,2
"Tigray","North Western Tigray","Barley",2010-06-01,7.69,1
"Tigray","North Western Tigray","Barley",2010-07-01,6.43,2
"Tigray","North Western Tigray","Barley",2010-08-01,7.14,1
"Tigray","North Western Tigray","Barley",2010-09-01,6.38,1
"Tigray","North Western Tigray","Barley",2010-10-01,6.46,1
"Tigray","North Western Tigray","Barley",2010-11-01,5.2,2
"Tigray","North Western Tigray","Barley",2010-12-01,5.74,2
"Tigray","North Western Tigray","Barley",2011-01-01,5.77,2
"Tigray","North Western Tigray","Barley",2011-02-01,5.75,2
"Tigray","North Western Tigray","Barley",2011-03-01,4.79,1
"Tigray","North Western Tigray","Barley",2011-04-01,5.54,2
"Tigray","North Western Tigray","Barley",2011-05-01,6.49,1
"Tigray","North Western Tigray","Barley",2011-06-01,7.37,2
"Tigray","North Western Tigray","Barley",2011-07-01,7.41,1
"Tigray","North Western Tigray","Barley",2011-08-01,5.41,1
"Tigray","North Western Tigray","Barley",2011-09-01,8.93,2
"Tigray","North Western Tigray","Barley",2011-10-01,7.69,2
"Tigray","North Western Tigray","Barley",2011-11-01,7.64,2
"Tigray","North Western Tigray","Barley",2011-12-01,7.26,1
"Tigray","North Western Tigray","Barley",2012-01-01,9.82,2
"Tigray","North Western Tigray","Barley",2012-02-01,10.3,2
"Tigray","North Western Tigray","Barley",2012-03-01,9.62,2
"Tigray","North Western Tigray","Barley",2012-04-01,9.37,1
"Tigray","North Western Tigray","Barley",2012-05-01,10.3,2
"Tigray","North Western Tigray","Barley",2012-06-01,9.25,2
"Tigray","North Western Tigray","Barley",2012-07-01,9.82,2
"Tigray","North Western Tigray","Barley",2012-08-01,9.36,2
"Tigray","North Western Tigray","Barley",2012-09-01,9.3,2
"Tigray","North Western Tigray","Barley",2012-10-01,9.39,2
"Tigray","North Western Tigray","Barley",2012-11-01,8.32,2
"Tigray","North Western Tigray","Barley",2012-12-01,9.7,2
"Tigray","North Western Tigray","Barley",2013-01-01,9.56,2
"Tigray","North Western Tigray","Barley",2013-02-01,9.81,1
"Tigray","North Western Tigray","Barley",2013-03-01,8.76,2
"Tigray","North Western Tigray","Barley",2013-04-01,10.41,2
"Tigray","North Western Tigray","Barley",2013-05-01,10.46,2
"Tigray","North Western Tigray","Barley",2013-06-01,10.52,2
"Tigray","North Western Tigray","Barley",2013-07-01,10.21,1
"Tigray","North Western Tigray","Barley",2013-09-01,9.41,2
"Tigray","North Western Tigray","Barley",2013-10-01,9.37,2
"Tigray","North Western Tigray","Barley",2013-11-01,9.7,2
"Tigray","North Western Tigray","Barley",2013-12-01,10.27,2
"Tigray","North Western Tigray","Barley",2014-01-01,10.43,2
"Tigray","North Western Tigray","Barley",2014-02-01,9.44,2
"Tigray","North Western Tigray","Barley",2014-03-01,10.21,2
"Tigray","North Western Tigray","Barley",2014-04-01,10.25,2
"Tigray","North Western Tigray","Barley",2014-05-01,9.95,2
"Tigray","North Western Tigray","Barley",2014-06-01,10.15,2
"Tigray","North Western Tigray","Beer",2010-01-01,6,2
"Tigray","North Western Tigray","Beer",2010-02-01,6,1
"Tigray","North Western Tigray","Beer",2010-03-01,6,1
"Tigray","North Western Tigray","Beer",2010-04-01,7,1
"Tigray","North Western Tigray","Beer",2010-05-01,7,1
"Tigray","North Western Tigray","Beer",2010-06-01,7,1
"Tigray","North Western Tigray","Beer",2010-07-01,7,1
"Tigray","North Western Tigray","Beer",2010-08-01,7,1
"Tigray","North Western Tigray","Beer",2010-09-01,7,1
"Tigray","North Western Tigray","Beer",2010-10-01,7,1
"Tigray","North Western Tigray","Beer",2010-11-01,7,1
"Tigray","North Western Tigray","Beer",2010-12-01,7,1
"Tigray","North Western Tigray","Beer",2011-01-01,9,1
"Tigray","North Western Tigray","Beer",2011-02-01,7.1,1
"Tigray","North Western Tigray","Beer",2011-03-01,8,1
"Tigray","North Western Tigray","Beer",2011-04-01,7,1
"Tigray","North Western Tigray","Beer",2011-05-01,8,2
"Tigray","North Western Tigray","Beer",2011-06-01,8.67,1
"Tigray","North Western Tigray","Beer",2011-08-01,10,1
"Tigray","North Western Tigray","Beer",2011-09-01,10,2
"Tigray","North Western Tigray","Beer",2011-10-01,10,1
"Tigray","North Western Tigray","Beer",2011-11-01,10,2
"Tigray","North Western Tigray","Beer",2011-12-01,10,2
"Tigray","North Western Tigray","Beer",2012-01-01,10,2
"Tigray","North Western Tigray","Beer",2012-02-01,10,2
"Tigray","North Western Tigray","Beer",2012-03-01,10.66,2
"Tigray","North Western Tigray","Beer",2012-04-01,10,2
"Tigray","North Western Tigray","Beer",2012-05-01,10,2
"Tigray","North Western Tigray","Beer",2012-06-01,10.66,2
"Tigray","North Western Tigray","Beer",2012-07-01,10.66,2
"Tigray","North Western Tigray","Beer",2012-08-01,10.66,2
"Tigray","North Western Tigray","Beer",2012-09-01,11,2
"Tigray","North Western Tigray","Beer",2012-10-01,10.66,2
"Tigray","North Western Tigray","Beer",2012-11-01,11.66,2
"Tigray","North Western Tigray","Beer",2012-12-01,11.66,2
"Tigray","North Western Tigray","Beer",2013-01-01,10.66,2
"Tigray","North Western Tigray","Beer",2013-02-01,12,2
"Tigray","North Western Tigray","Beer",2013-03-01,11.66,2
"Tigray","North Western Tigray","Beer",2013-04-01,12,2
"Tigray","North Western Tigray","Beer",2013-05-01,12,2
"Tigray","North Western Tigray","Beer",2013-06-01,12,2
"Tigray","North Western Tigray","Beer",2013-07-01,11.5,2
"Tigray","North Western Tigray","Beer",2013-08-01,11.34,2
"Tigray","North Western Tigray","Beer",2013-09-01,11.84,2
"Tigray","North Western Tigray","Beer",2013-10-01,12,2
"Tigray","North Western Tigray","Beer",2013-11-01,12,2
"Tigray","North Western Tigray","Beer",2013-12-01,12,2
"Tigray","North Western Tigray","Beer",2014-01-01,12,2
"Tigray","North Western Tigray","Beer",2014-02-01,12,2
"Tigray","North Western Tigray","Beer",2014-03-01,12,2
"Tigray","North Western Tigray","Beer",2014-04-01,12,2
"Tigray","North Western Tigray","Beer",2014-05-01,12,2
"Tigray","North Western Tigray","Beer",2014-06-01,12,2
"Tigray","North Western Tigray","Cement",2010-01-01,120.41,2
"Tigray","North Western Tigray","Cement",2010-02-01,109.16,2
"Tigray","North Western Tigray","Cement",2010-03-01,115.84,2
"Tigray","North Western Tigray","Cement",2010-04-01,159.67,1
"Tigray","North Western Tigray","Cement",2010-05-01,202.08,2
"Tigray","North Western Tigray","Cement",2010-06-01,184.58,2
"Tigray","North Western Tigray","Cement",2010-07-01,165.83,2
"Tigray","North Western Tigray","Cement",2010-08-01,153.33,1
"Tigray","North Western Tigray","Cement",2010-09-01,176.88,2
"Tigray","North Western Tigray","Cement",2010-10-01,182.5,1
"Tigray","North Western Tigray","Cement",2010-11-01,187.08,2
"Tigray","North Western Tigray","Cement",2010-12-01,182.08,2
"Tigray","North Western Tigray","Cement",2011-01-01,208.33,1
"Tigray","North Western Tigray","Cement",2011-02-01,185.83,2
"Tigray","North Western Tigray","Cement",2011-03-01,182.5,2
"Tigray","North Western Tigray","Cement",2011-04-01,200,1
"Tigray","North Western Tigray","Cement",2011-05-01,238.75,2
"Tigray","North Western Tigray","Cement",2011-06-01,246.67,1
"Tigray","North Western Tigray","Cement",2011-07-01,268.25,2
"Tigray","North Western Tigray","Cement",2011-08-01,150.5,2
"Tigray","North Western Tigray","Cement",2011-09-01,101,2
"Tigray","North Western Tigray","Cement",2011-10-01,166.25,2
"Tigray","North Western Tigray","Cement",2011-11-01,140.59,2
"Tigray","North Western Tigray","Cement",2011-12-01,132.41,2
"Tigray","North Western Tigray","Cement",2012-01-01,131.67,2
"Tigray","North Western Tigray","Cement",2012-02-01,128.75,2
"Tigray","North Western Tigray","Cement",2012-03-01,130,1
"Tigray","North Western Tigray","Cement",2012-06-01,125.84,2
"Tigray","North Western Tigray","Cement",2012-07-01,134.33,2
"Tigray","North Western Tigray","Cement",2012-08-01,137.5,1
"Tigray","North Western Tigray","Cement",2012-09-01,125,2
"Tigray","North Western Tigray","Cement",2012-10-01,127.5,1
"Tigray","North Western Tigray","Cement",2012-11-01,127.5,1
"Tigray","North Western Tigray","Cement",2012-12-01,125,1
"Tigray","North Western Tigray","Cement",2013-01-01,127.33,1
"Tigray","North Western Tigray","Cement",2013-02-01,128.33,1
"Tigray","North Western Tigray","Cement",2013-03-01,130,2
"Tigray","North Western Tigray","Cement",2013-04-01,140.83,2
"Tigray","North Western Tigray","Cement",2013-05-01,142.5,2
"Tigray","North Western Tigray","Cement",2013-06-01,135.83,2
"Tigray","North Western Tigray","Cement",2013-07-01,130,1
"Tigray","North Western Tigray","Cement",2013-08-01,127.5,1
"Tigray","North Western Tigray","Cement",2013-09-01,132.5,1
"Tigray","North Western Tigray","Cement",2013-10-01,132.33,1
"Tigray","North Western Tigray","Cement",2013-11-01,125,2
"Tigray","North Western Tigray","Cement",2013-12-01,124.59,2
"Tigray","North Western Tigray","Cement",2014-01-01,118.75,2
"Tigray","North Western Tigray","Cement",2014-02-01,123.66,2
"Tigray","North Western Tigray","Cement",2014-03-01,123.75,2
"Tigray","North Western Tigray","Cement",2014-04-01,125,2
"Tigray","North Western Tigray","Cement",2014-05-01,123.33,2
"Tigray","North Western Tigray","Cement",2014-06-01,124.16,2
"Tigray","North Western Tigray","Maize",2010-01-01,3.8,2
"Tigray","North Western Tigray","Maize",2010-02-01,3.99,2
"Tigray","North Western Tigray","Maize",2010-03-01,4.03,2
"Tigray","North Western Tigray","Maize",2010-04-01,4.3,2
"Tigray","North Western Tigray","Maize",2010-05-01,3.93,2
"Tigray","North Western Tigray","Maize",2010-06-01,4.19,2
"Tigray","North Western Tigray","Maize",2010-07-01,3.5,2
"Tigray","North Western Tigray","Maize",2010-08-01,3.87,2
"Tigray","North Western Tigray","Maize",2010-09-01,2.97,2
"Tigray","North Western Tigray","Maize",2010-10-01,3.08,2
"Tigray","North Western Tigray","Maize",2010-11-01,2.92,2
"Tigray","North Western Tigray","Maize",2010-12-01,3.07,2
"Tigray","North Western Tigray","Maize",2011-01-01,3.36,2
"Tigray","North Western Tigray","Maize",2011-02-01,3.38,2
"Tigray","North Western Tigray","Maize",2011-03-01,3.13,2
"Tigray","North Western Tigray","Maize",2011-04-01,3.63,2
"Tigray","North Western Tigray","Maize",2011-05-01,3.4,1
"Tigray","North Western Tigray","Maize",2011-06-01,3.46,2
"Tigray","North Western Tigray","Maize",2011-07-01,4.25,2
"Tigray","North Western Tigray","Maize",2011-08-01,3.84,2
"Tigray","North Western Tigray","Maize",2011-09-01,4.35,2
"Tigray","North Western Tigray","Maize",2011-10-01,4.3,1
"Tigray","North Western Tigray","Maize",2011-11-01,4.36,2
"Tigray","North Western Tigray","Maize",2011-12-01,3.76,1
"Tigray","North Western Tigray","Maize",2012-01-01,3.92,2
"Tigray","North Western Tigray","Maize",2012-02-01,4.7,2
"Tigray","North Western Tigray","Maize",2012-03-01,4.66,2
"Tigray","North Western Tigray","Maize",2012-04-01,5.17,2
"Tigray","North Western Tigray","Maize",2012-05-01,7.8,2
"Tigray","North Western Tigray","Maize",2012-06-01,5,2
"Tigray","North Western Tigray","Maize",2012-07-01,5.34,2
"Tigray","North Western Tigray","Maize",2012-08-01,5.5,2
"Tigray","North Western Tigray","Maize",2012-09-01,5.64,2
"Tigray","North Western Tigray","Maize",2012-10-01,5.25,2
"Tigray","North Western Tigray","Maize",2012-11-01,5.42,2
"Tigray","North Western Tigray","Maize",2012-12-01,5.32,2
"Tigray","North Western Tigray","Maize",2013-01-01,5.79,2
"Tigray","North Western Tigray","Maize",2013-02-01,5.5,2
"Tigray","North Western Tigray","Maize",2013-03-01,6.05,2
"Tigray","North Western Tigray","Maize",2013-04-01,6.24,2
"Tigray","North Western Tigray","Maize",2013-05-01,6.3,2
"Tigray","North Western Tigray","Maize",2013-06-01,6.47,2
"Tigray","North Western Tigray","Maize",2013-07-01,6.86,2
"Tigray","North Western Tigray","Maize",2013-08-01,7.21,2
"Tigray","North Western Tigray","Maize",2013-09-01,7.95,2
"Tigray","North Western Tigray","Maize",2013-10-01,8.65,2
"Tigray","North Western Tigray","Maize",2013-11-01,8.11,2
"Tigray","North Western Tigray","Maize",2013-12-01,7.05,2
"Tigray","North Western Tigray","Maize",2014-01-01,5.21,2
"Tigray","North Western Tigray","Maize",2014-02-01,5.53,2
"Tigray","North Western Tigray","Maize",2014-03-01,5.68,2
"Tigray","North Western Tigray","Maize",2014-04-01,6.8,2
"Tigray","North Western Tigray","Maize",2014-05-01,5.61,2
"Tigray","North Western Tigray","Maize",2014-06-01,5.25,2
"Tigray","North Western Tigray","Rice",2010-01-01,15.84,2
"Tigray","North Western Tigray","Rice",2010-02-01,15,2
"Tigray","North Western Tigray","Rice",2010-03-01,15.16,2
"Tigray","North Western Tigray","Rice",2010-04-01,15.34,2
"Tigray","North Western Tigray","Rice",2010-05-01,15.5,2
"Tigray","North Western Tigray","Rice",2010-06-01,15.5,2
"Tigray","North Western Tigray","Rice",2010-07-01,15.5,2
"Tigray","North Western Tigray","Rice",2010-08-01,15.5,2
"Tigray","North Western Tigray","Rice",2010-09-01,15.5,2
"Tigray","North Western Tigray","Rice",2010-10-01,15.84,2
"Tigray","North Western Tigray","Rice",2010-11-01,15.84,2
"Tigray","North Western Tigray","Rice",2010-12-01,15.5,2
"Tigray","North Western Tigray","Rice",2011-01-01,15.84,2
"Tigray","North Western Tigray","Rice",2011-02-01,15.5,2
"Tigray","North Western Tigray","Rice",2011-03-01,15.5,2
"Tigray","North Western Tigray","Rice",2011-04-01,16.34,2
"Tigray","North Western Tigray","Rice",2011-05-01,16.83,2
"Tigray","North Western Tigray","Rice",2011-06-01,18.66,2
"Tigray","North Western Tigray","Rice",2011-07-01,16.34,2
"Tigray","North Western Tigray","Rice",2011-08-01,17.66,2
"Tigray","North Western Tigray","Rice",2011-09-01,18.34,2
"Tigray","North Western Tigray","Rice",2011-10-01,18.5,2
"Tigray","North Western Tigray","Rice",2011-11-01,18,2
"Tigray","North Western Tigray","Rice",2011-12-01,18,2
"Tigray","North Western Tigray","Rice",2012-01-01,18,2
"Tigray","North Western Tigray","Rice",2012-02-01,18,2
"Tigray","North Western Tigray","Rice",2012-03-01,19.66,2
"Tigray","North Western Tigray","Rice",2012-04-01,19.34,2
"Tigray","North Western Tigray","Rice",2012-05-01,19,2
"Tigray","North Western Tigray","Rice",2012-06-01,19.66,2
"Tigray","North Western Tigray","Rice",2012-07-01,18.34,2
"Tigray","North Western Tigray","Rice",2012-08-01,19.33,2
"Tigray","North Western Tigray","Rice",2012-09-01,18.84,2
"Tigray","North Western Tigray","Rice",2012-10-01,19,2
"Tigray","North Western Tigray","Rice",2012-11-01,19.66,2
"Tigray","North Western Tigray","Rice",2012-12-01,20,2
"Tigray","North Western Tigray","Rice",2013-01-01,17.66,2
"Tigray","North Western Tigray","Rice",2013-02-01,17.34,2
"Tigray","North Western Tigray","Rice",2013-03-01,20,2
"Tigray","North Western Tigray","Rice",2013-04-01,18.66,2
"Tigray","North Western Tigray","Rice",2013-05-01,19.33,2
"Tigray","North Western Tigray","Rice",2013-06-01,19.33,2
"Tigray","North Western Tigray","Rice",2013-07-01,18.34,2
"Tigray","North Western Tigray","Rice",2013-08-01,19,2
"Tigray","North Western Tigray","Rice",2013-09-01,18.67,2
"Tigray","North Western Tigray","Rice",2013-10-01,19.33,2
"Tigray","North Western Tigray","Rice",2013-11-01,19,2
"Tigray","North Western Tigray","Rice",2013-12-01,18.66,2
"Tigray","North Western Tigray","Rice",2014-01-01,19.33,2
"Tigray","North Western Tigray","Rice",2014-02-01,20,2
"Tigray","North Western Tigray","Rice",2014-03-01,19.34,2
"Tigray","North Western Tigray","Rice",2014-04-01,20,2
"Tigray","North Western Tigray","Rice",2014-05-01,19.34,2
"Tigray","North Western Tigray","Rice",2014-06-01,19,2
"Tigray","North Western Tigray","Teff",2010-01-01,8.34,2
"Tigray","North Western Tigray","Teff",2010-02-01,8.48,2
"Tigray","North Western Tigray","Teff",2010-03-01,8.5,2
"Tigray","North Western Tigray","Teff",2010-04-01,8.24,2
"Tigray","North Western Tigray","Teff",2010-05-01,8.19,2
"Tigray","North Western Tigray","Teff",2010-06-01,8.45,2
"Tigray","North Western Tigray","Teff",2010-07-01,8,2
"Tigray","North Western Tigray","Teff",2010-08-01,7.42,2
"Tigray","North Western Tigray","Teff",2010-09-01,6.69,2
"Tigray","North Western Tigray","Teff",2010-10-01,7.65,2
"Tigray","North Western Tigray","Teff",2010-11-01,8.02,2
"Tigray","North Western Tigray","Teff",2010-12-01,7.07,2
"Tigray","North Western Tigray","Teff",2011-01-01,8.09,2
"Tigray","North Western Tigray","Teff",2011-02-01,7.09,2
"Tigray","North Western Tigray","Teff",2011-03-01,8.54,2
"Tigray","North Western Tigray","Teff",2011-04-01,9.41,2
"Tigray","North Western Tigray","Teff",2011-05-01,9.24,2
"Tigray","North Western Tigray","Teff",2011-06-01,9.77,2
"Tigray","North Western Tigray","Teff",2011-07-01,9.43,2
"Tigray","North Western Tigray","Teff",2011-08-01,9.77,2
"Tigray","North Western Tigray","Teff",2011-09-01,9.78,2
"Tigray","North Western Tigray","Teff",2011-10-01,9.34,2
"Tigray","North Western Tigray","Teff",2011-11-01,9.71,2
"Tigray","North Western Tigray","Teff",2011-12-01,9.59,2
"Tigray","North Western Tigray","Teff",2012-01-01,9.72,2
"Tigray","North Western Tigray","Teff",2012-02-01,9.39,2
"Tigray","North Western Tigray","Teff",2012-03-01,11.57,2
"Tigray","North Western Tigray","Teff",2012-04-01,12.23,2
"Tigray","North Western Tigray","Teff",2012-05-01,12.92,2
"Tigray","North Western Tigray","Teff",2012-06-01,15.34,2
"Tigray","North Western Tigray","Teff",2012-07-01,14.39,2
"Tigray","North Western Tigray","Teff",2012-08-01,13.87,2
"Tigray","North Western Tigray","Teff",2012-09-01,13.97,2
"Tigray","North Western Tigray","Teff",2012-10-01,13.77,2
"Tigray","North Western Tigray","Teff",2012-11-01,14.82,2
"Tigray","North Western Tigray","Teff",2012-12-01,13.07,2
"Tigray","North Western Tigray","Teff",2013-01-01,13.62,2
"Tigray","North Western Tigray","Teff",2013-02-01,14.84,2
"Tigray","North Western Tigray","Teff",2013-03-01,15.56,2
"Tigray","North Western Tigray","Teff",2013-04-01,16.52,2
"Tigray","North Western Tigray","Teff",2013-05-01,15.67,2
"Tigray","North Western Tigray","Teff",2013-06-01,15.67,2
"Tigray","North Western Tigray","Teff",2013-07-01,17.09,2
"Tigray","North Western Tigray","Teff",2013-08-01,16.3,2
"Tigray","North Western Tigray","Teff",2013-09-01,17.2,2
"Tigray","North Western Tigray","Teff",2013-10-01,16.1,2
"Tigray","North Western Tigray","Teff",2013-11-01,15.57,2
"Tigray","North Western Tigray","Teff",2013-12-01,14.12,2
"Tigray","North Western Tigray","Teff",2014-01-01,13.41,2
"Tigray","North Western Tigray","Teff",2014-02-01,13.88,2
"Tigray","North Western Tigray","Teff",2014-03-01,15.56,2
"Tigray","North Western Tigray","Teff",2014-04-01,14.18,2
"Tigray","North Western Tigray","Teff",2014-05-01,14.17,2
"Tigray","North Western Tigray","Teff",2014-06-01,13.63,2
"Tigray","North Western Tigray","Wheat",2010-05-01,7.28,2
"Tigray","North Western Tigray","Wheat",2010-06-01,7.34,2
"Tigray","North Western Tigray","Wheat",2010-07-01,8.05,1
"Tigray","North Western Tigray","Wheat",2010-08-01,6.8,1
"Tigray","North Western Tigray","Wheat",2010-09-01,6.23,1
"Tigray","North Western Tigray","Wheat",2010-10-01,6.76,1
"Tigray","North Western Tigray","Wheat",2010-11-01,7.64,1
"Tigray","North Western Tigray","Wheat",2011-03-01,7.26,1
"Tigray","North Western Tigray","Wheat",2011-05-01,9.31,1
"Tigray","North Western Tigray","Wheat",2011-09-01,7.59,1
"Tigray","North Western Tigray","Wheat",2011-10-01,8.45,1
"Tigray","North Western Tigray","Wheat",2011-11-01,9.09,1
"Tigray","North Western Tigray","Wheat",2011-12-01,9.39,1
"Tigray","North Western Tigray","Wheat",2012-05-01,7.3,1
"Tigray","North Western Tigray","Wheat",2012-06-01,8.95,2
"Tigray","North Western Tigray","Wheat",2012-07-01,9.72,1
"Tigray","North Western Tigray","Wheat",2012-08-01,10.84,2
"Tigray","North Western Tigray","Wheat",2012-09-01,11.52,2
"Tigray","North Western Tigray","Wheat",2012-10-01,10.12,2
"Tigray","North Western Tigray","Wheat",2012-11-01,9.96,2
"Tigray","North Western Tigray","Wheat",2012-12-01,8.97,2
"Tigray","North Western Tigray","Wheat",2013-01-01,7.89,1
"Tigray","North Western Tigray","Wheat",2013-02-01,7.79,1
"Tigray","North Western Tigray","Wheat",2013-03-01,11.4,1
"Tigray","North Western Tigray","Wheat",2013-04-01,10.53,2
"Tigray","North Western Tigray","Wheat",2013-05-01,10.68,1
"Tigray","North Western Tigray","Wheat",2013-06-01,11.69,2
"Tigray","North Western Tigray","Wheat",2013-07-01,11.01,2
"Tigray","North Western Tigray","Wheat",2013-08-01,11.62,2
"Tigray","North Western Tigray","Wheat",2013-09-01,11.29,2
"Tigray","North Western Tigray","Wheat",2013-10-01,12.23,2
"Tigray","North Western Tigray","Wheat",2013-11-01,12.29,2
"Tigray","North Western Tigray","Wheat",2013-12-01,11.18,2
"Tigray","North Western Tigray","Wheat",2014-01-01,11.85,2
"Tigray","North Western Tigray","Wheat",2014-02-01,12.29,2
"Tigray","North Western Tigray","Wheat",2014-03-01,12.12,2
"Tigray","North Western Tigray","Wheat",2014-04-01,12.21,2
"Tigray","North Western Tigray","Wheat",2014-05-01,11.6,2
"Tigray","North Western Tigray","Wheat",2014-06-01,11.5,2
"Tigray","Central Tigray","Barley",2010-01-01,7.35,2
"Tigray","Central Tigray","Barley",2010-02-01,4.95,2
"Tigray","Central Tigray","Barley",2010-03-01,5.48,2
"Tigray","Central Tigray","Barley",2010-04-01,4.2,2
"Tigray","Central Tigray","Barley",2010-05-01,5.02,2
"Tigray","Central Tigray","Barley",2010-06-01,4.85,2
"Tigray","Central Tigray","Barley",2010-07-01,4.9,2
"Tigray","Central Tigray","Barley",2010-08-01,4.99,2
"Tigray","Central Tigray","Barley",2010-09-01,5.37,2
"Tigray","Central Tigray","Barley",2010-10-01,5.08,2
"Tigray","Central Tigray","Barley",2010-11-01,4.85,2
"Tigray","Central Tigray","Barley",2011-01-01,5.25,2
"Tigray","Central Tigray","Barley",2011-02-01,5.64,2
"Tigray","Central Tigray","Barley",2011-03-01,5.84,2
"Tigray","Central Tigray","Barley",2011-04-01,8.15,2
"Tigray","Central Tigray","Barley",2011-05-01,6.02,2
"Tigray","Central Tigray","Barley",2011-06-01,6.75,2
"Tigray","Central Tigray","Barley",2011-07-01,6.22,2
"Tigray","Central Tigray","Barley",2011-08-01,6.45,1
"Tigray","Central Tigray","Barley",2011-09-01,6.49,1
"Tigray","Central Tigray","Barley",2011-10-01,5.52,1
"Tigray","Central Tigray","Barley",2011-11-01,6.24,2
"Tigray","Central Tigray","Barley",2011-12-01,7.04,2
"Tigray","Central Tigray","Barley",2012-01-01,6.23,1
"Tigray","Central Tigray","Barley",2012-02-01,6.75,2
"Tigray","Central Tigray","Barley",2012-03-01,7.66,2
"Tigray","Central Tigray","Barley",2012-04-01,8.29,2
"Tigray","Central Tigray","Barley",2012-05-01,7.75,2
"Tigray","Central Tigray","Barley",2012-06-01,7.88,2
"Tigray","Central Tigray","Barley",2012-07-01,7.89,2
"Tigray","Central Tigray","Barley",2012-08-01,8.86,2
"Tigray","Central Tigray","Barley",2012-09-01,8.32,2
"Tigray","Central Tigray","Barley",2012-10-01,8.06,2
"Tigray","Central Tigray","Barley",2012-11-01,7.46,2
"Tigray","Central Tigray","Barley",2012-12-01,8.79,1
"Tigray","Central Tigray","Barley",2013-01-01,8.88,2
"Tigray","Central Tigray","Barley",2013-02-01,8.64,2
"Tigray","Central Tigray","Barley",2013-03-01,7.81,2
"Tigray","Central Tigray","Barley",2013-04-01,9.07,2
"Tigray","Central Tigray","Barley",2013-05-01,10.2,1
"Tigray","Central Tigray","Barley",2013-06-01,8.18,2
"Tigray","Central Tigray","Barley",2013-07-01,11.11,1
"Tigray","Central Tigray","Barley",2013-08-01,11.29,1
"Tigray","Central Tigray","Barley",2013-09-01,11.44,1
"Tigray","Central Tigray","Barley",2013-10-01,7.98,2
"Tigray","Central Tigray","Barley",2013-11-01,11.06,2
"Tigray","Central Tigray","Barley",2013-12-01,10.55,2
"Tigray","Central Tigray","Barley",2014-01-01,10.67,1
"Tigray","Central Tigray","Barley",2014-02-01,10.92,2
"Tigray","Central Tigray","Barley",2014-03-01,10.26,2
"Tigray","Central Tigray","Barley",2014-04-01,10.59,2
"Tigray","Central Tigray","Barley",2014-05-01,10.82,2
"Tigray","Central Tigray","Barley",2014-06-01,10.82,2
"Tigray","Central Tigray","Beer",2010-03-01,6,1
"Tigray","Central Tigray","Beer",2010-07-01,6.67,1
"Tigray","Central Tigray","Beer",2010-08-01,6.67,1
"Tigray","Central Tigray","Beer",2011-01-01,9,1
"Tigray","Central Tigray","Beer",2011-03-01,7.5,1
"Tigray","Central Tigray","Beer",2012-05-01,9.33,1
"Tigray","Central Tigray","Beer",2013-09-01,10.33,1
"Tigray","Central Tigray","Beer",2013-11-01,12,1
"Tigray","Central Tigray","Beer",2014-02-01,12,1
"Tigray","Central Tigray","Cement",2010-01-01,135,2
"Tigray","Central Tigray","Cement",2010-02-01,109,2
"Tigray","Central Tigray","Cement",2010-03-01,132.5,2
"Tigray","Central Tigray","Cement",2010-04-01,142.5,2
"Tigray","Central Tigray","Cement",2010-05-01,195,2
"Tigray","Central Tigray","Cement",2010-06-01,175,2
"Tigray","Central Tigray","Cement",2010-07-01,150,2
"Tigray","Central Tigray","Cement",2010-08-01,150,2
"Tigray","Central Tigray","Cement",2010-09-01,150,2
"Tigray","Central Tigray","Cement",2010-10-01,155,2
"Tigray","Central Tigray","Cement",2010-11-01,156.25,2
"Tigray","Central Tigray","Cement",2010-12-01,161.25,2
"Tigray","Central Tigray","Cement",2011-01-01,170,1
"Tigray","Central Tigray","Cement",2011-02-01,160,1
"Tigray","Central Tigray","Cement",2011-03-01,150,1
"Tigray","Central Tigray","Cement",2011-07-01,200,1
"Tigray","Central Tigray","Cement",2011-08-01,170.43,2
"Tigray","Central Tigray","Cement",2011-09-01,170.43,2
"Tigray","Central Tigray","Cement",2011-10-01,165,2
"Tigray","Central Tigray","Cement",2011-11-01,163.75,2
"Tigray","Central Tigray","Cement",2011-12-01,149.25,2
"Tigray","Central Tigray","Cement",2012-01-01,149.25,2
"Tigray","Central Tigray","Cement",2012-02-01,123.75,2
"Tigray","Central Tigray","Cement",2012-03-01,124.5,2
"Tigray","Central Tigray","Cement",2012-04-01,123.75,2
"Tigray","Central Tigray","Cement",2012-05-01,122.5,2
"Tigray","Central Tigray","Cement",2012-06-01,128.34,2
"Tigray","Central Tigray","Cement",2012-07-01,127.09,2
"Tigray","Central Tigray","Cement",2012-08-01,123.75,2
"Tigray","Central Tigray","Cement",2012-09-01,115.84,2
"Tigray","Central Tigray","Cement",2012-10-01,128.34,2
"Tigray","Central Tigray","Cement",2012-11-01,108.34,2
"Tigray","Central Tigray","Cement",2012-12-01,122,2
"Tigray","Central Tigray","Cement",2013-01-01,119.5,2
"Tigray","Central Tigray","Cement",2013-02-01,125,1
"Tigray","Central Tigray","Cement",2013-03-01,130.84,2
"Tigray","Central Tigray","Cement",2013-04-01,130,2
