"region","item","date","price","weight"
"Snnpr","Barley",2010-02-01,4.7,20
"Snnpr","Barley",2010-03-01,4.59,20
"Snnpr","Barley",2010-04-01,4.54,21
"Snnpr","Barley",2010-05-01,4.41,21
"Snnpr","Barley",2010-06-01,4.32,20
"Snnpr","Barley",2010-07-01,4.71,19
"Snnpr","Barley",2010-08-01,4.45,20
"Snnpr","Barley",2010-09-01,4.71,19
"Snnpr","Barley",2010-10-01,4.88,19
"Snnpr","Barley",2010-11-01,4.91,20
"Snnpr","Barley",2010-12-01,5.66,20
"Snnpr","Barley",2011-01-01,5.57,21
"Snnpr","Barley",2011-02-01,5.16,19
"Snnpr","Barley",2011-03-01,5.48,19
"Snnpr","Barley",2011-04-01,5.98,20
"Snnpr","Barley",2011-05-01,7.14,19
"Snnpr","Barley",2011-06-01,8.05,19
"Snnpr","Barley",2011-07-01,8.28,19
"Snnpr","Barley",2011-08-01,8.6,20
"Snnpr","Barley",2011-09-01,8.54,19
"Snnpr","Barley",2011-10-01,8.76,19
"Snnpr","Barley",2011-11-01,8.8,19
"Snnpr","Barley",2011-12-01,8.77,19
"Snnpr","Barley",2012-01-01,8.43,20
"Snnpr","Barley",2012-02-01,8.06,20
"Snnpr","Barley",2012-03-01,8.07,21
"Snnpr","Barley",2012-04-01,7.9,19
"Snnpr","Barley",2012-05-01,8.33,20
"Snnpr","Barley",2012-06-01,8.43,20
"Snnpr","Barley",2012-07-01,8.61,20
"Snnpr","Barley",2012-08-01,8.86,20
"Snnpr","Barley",2012-09-01,8.54,20
"Snnpr","Barley",2012-10-01,8.72,19
"Snnpr","Barley",2012-11-01,8.74,21
"Snnpr","Barley",2012-12-01,8.64,21
"Snnpr","Barley",2013-01-01,8.71,21
"Snnpr","Barley",2013-02-01,8.16,21
"Snnpr","Barley",2013-03-01,7.56,20
"Snnpr","Barley",2013-04-01,7.66,20
"Snnpr","Barley",2013-05-01,7.86,20
"Snnpr","Barley",2013-06-01,8.23,20
"Snnpr","Barley",2013-07-01,8.41,20
"Snnpr","Barley",2013-08-01,8.27,20
"Snnpr","Barley",2013-09-01,8.44,20
"Snnpr","Barley",2013-10-01,8.78,20
"Snnpr","Barley",2013-11-01,9.07,21
"Snnpr","Barley",2013-12-01,8.58,20
"Snnpr","Barley",2014-01-01,9.21,21
"Snnpr","Barley",2014-02-01,8.56,21
"Snnpr","Barley",2014-03-01,8.68,21
"Snnpr","Barley",2014-04-01,8.79,20
"Snnpr","Barley",2014-05-01,8.91,20
"Snnpr","Barley",2014-06-01,9.4,20
"Snnpr","Beer",2010-01-01,6.22,18
"Snnpr","Beer",2010-02-01,6.34,18
"Snnpr","Beer",2010-03-01,6.5,18
"Snnpr","Beer",2010-04-01,6.65,16
"Snnpr","Beer",2010-05-01,6.67,17
"Snnpr","Beer",2010-06-01,6.86,18
"Snnpr","Beer",2010-07-01,6.82,17
"Snnpr","Beer",2010-08-01,6.75,17
"Snnpr","Beer",2010-09-01,6.76,17
"Snnpr","Beer",2010-10-01,6.88,18
"Snnpr","Beer",2010-11-01,6.95,18
"Snnpr","Beer",2010-12-01,7.49,17
"Snnpr","Beer",2011-01-01,8.35,17
"Snnpr","Beer",2011-02-01,7.25,12
"Snnpr","Beer",2011-03-01,7.61,13
"Snnpr","Beer",2011-04-01,7.62,12
"Snnpr","Beer",2011-05-01,7.78,15
"Snnpr","Beer",2011-06-01,8.36,14
"Snnpr","Beer",2011-07-01,8.68,14
"Snnpr","Beer",2011-08-01,9.55,18
"Snnpr","Beer",2011-09-01,9.68,17
"Snnpr","Beer",2011-10-01,9.74,16
"Snnpr","Beer",2011-11-01,9.85,17
"Snnpr","Beer",2011-12-01,9.92,16
"Snnpr","Beer",2012-01-01,10.04,17
"Snnpr","Beer",2012-02-01,10.32,16
"Snnpr","Beer",2012-03-01,10.72,16
"Snnpr","Beer",2012-04-01,10.6,17
"Snnpr","Beer",2012-05-01,10.4,18
"Snnpr","Beer",2012-06-01,10.61,18
"Snnpr","Beer",2012-07-01,10.51,18
"Snnpr","Beer",2012-08-01,10.47,18
"Snnpr","Beer",2012-09-01,10.55,17
"Snnpr","Beer",2012-10-01,10.55,18
"Snnpr","Beer",2012-11-01,10.84,17
"Snnpr","Beer",2012-12-01,11.29,16
"Snnpr","Beer",2013-01-01,11.21,16
"Snnpr","Beer",2013-02-01,11.43,15
"Snnpr","Beer",2013-03-01,11.7,16
"Snnpr","Beer",2013-04-01,11.65,18
"Snnpr","Beer",2013-05-01,11.73,16
"Snnpr","Beer",2013-06-01,11.89,15
"Snnpr","Beer",2013-07-01,11.85,14
"Snnpr","Beer",2013-08-01,12.09,16
"Snnpr","Beer",2013-09-01,12.12,15
"Snnpr","Beer",2013-10-01,12.25,16
"Snnpr","Beer",2013-11-01,12.2,16
"Snnpr","Beer",2013-12-01,12.11,16
"Snnpr","Beer",2014-01-01,12.18,16
"Snnpr","Beer",2014-02-01,12.2,15
"Snnpr","Beer",2014-03-01,12.3,15
"Snnpr","Beer",2014-04-01,12.3,16
"Snnpr","Beer",2014-05-01,12.09,17
"Snnpr","Beer",2014-06-01,12.41,17
"Snnpr","Cement",2010-01-01,138.47,17
"Snnpr","Cement",2010-02-01,129.6,17
"Snnpr","Cement",2010-03-01,170.87,17
"Snnpr","Cement",2010-04-01,202.14,16
"Snnpr","Cement",2010-05-01,204.74,15
"Snnpr","Cement",2010-06-01,212.45,16
"Snnpr","Cement",2010-07-01,197.5,15
"Snnpr","Cement",2010-08-01,201.92,18
"Snnpr","Cement",2010-09-01,207.23,13
"Snnpr","Cement",2010-10-01,199.54,15
"Snnpr","Cement",2010-11-01,194.7,15
"Snnpr","Cement",2010-12-01,206.55,16
"Snnpr","Cement",2011-01-01,214.55,12
"Snnpr","Cement",2011-02-01,224.86,6
"Snnpr","Cement",2011-03-01,227.27,11
"Snnpr","Cement",2011-04-01,270.85,8
"Snnpr","Cement",2011-05-01,262.35,11
"Snnpr","Cement",2011-06-01,277.51,12
"Snnpr","Cement",2011-07-01,245.47,16
"Snnpr","Cement",2011-08-01,234.47,16
"Snnpr","Cement",2011-09-01,217.99,17
"Snnpr","Cement",2011-10-01,205.79,16
"Snnpr","Cement",2011-11-01,199.59,18
"Snnpr","Cement",2011-12-01,179.41,19
"Snnpr","Cement",2012-01-01,170.38,19
"Snnpr","Cement",2012-02-01,162.64,16
"Snnpr","Cement",2012-03-01,158.9,18
"Snnpr","Cement",2012-04-01,165.94,17
"Snnpr","Cement",2012-05-01,168.23,17
"Snnpr","Cement",2012-06-01,162.47,18
"Snnpr","Cement",2012-07-01,158.52,18
"Snnpr","Cement",2012-08-01,155.35,17
"Snnpr","Cement",2012-09-01,153.78,19
"Snnpr","Cement",2012-10-01,153.12,19
"Snnpr","Cement",2012-11-01,147.47,19
"Snnpr","Cement",2012-12-01,143.36,19
"Snnpr","Cement",2013-01-01,141.7,16
"Snnpr","Cement",2013-02-01,138.68,19
"Snnpr","Cement",2013-03-01,138.53,19
"Snnpr","Cement",2013-04-01,139.94,18
"Snnpr","Cement",2013-05-01,141.62,19
"Snnpr","Cement",2013-06-01,146.66,19
"Snnpr","Cement",2013-07-01,145.51,18
"Snnpr","Cement",2013-08-01,144.77,18
"Snnpr","Cement",2013-09-01,142.13,18
"Snnpr","Cement",2013-10-01,140.82,18
"Snnpr","Cement",2013-11-01,144.01,19
"Snnpr","Cement",2013-12-01,144.2,19
"Snnpr","Cement",2014-01-01,141.18,18
"Snnpr","Cement",2014-02-01,139.75,18
"Snnpr","Cement",2014-03-01,139.19,19
"Snnpr","Cement",2014-04-01,140.94,18
"Snnpr","Cement",2014-05-01,147.84,18
"Snnpr","Cement",2014-06-01,147.67,20
"Snnpr","Maize",2010-01-01,2.96,21
"Snnpr","Maize",2010-02-01,2.93,21
"Snnpr","Maize",2010-03-01,2.76,21
"Snnpr","Maize",2010-04-01,2.75,21
"Snnpr","Maize",2010-05-01,2.57,21
"Snnpr","Maize",2010-06-01,2.71,21
"Snnpr","Maize",2010-07-01,2.51,20
"Snnpr","Maize",2010-08-01,2.27,21
"Snnpr","Maize",2010-09-01,1.94,20
"Snnpr","Maize",2010-10-01,2.06,21
"Snnpr","Maize",2010-11-01,2.15,21
"Snnpr","Maize",2010-12-01,2.44,20
"Snnpr","Maize",2011-01-01,2.53,21
"Snnpr","Maize",2011-02-01,2.47,20
"Snnpr","Maize",2011-03-01,3.53,20
"Snnpr","Maize",2011-04-01,4.03,21
"Snnpr","Maize",2011-05-01,5.35,20
"Snnpr","Maize",2011-06-01,5.2,21
"Snnpr","Maize",2011-07-01,6.02,21
"Snnpr","Maize",2011-08-01,6.06,9
"Snnpr","Maize",2011-09-01,5.89,15
"Snnpr","Maize",2011-10-01,5.36,21
"Snnpr","Maize",2011-11-01,4.44,21
"Snnpr","Maize",2011-12-01,4.29,21
"Snnpr","Maize",2012-01-01,4.24,20
"Snnpr","Maize",2012-02-01,4.57,21
"Snnpr","Maize",2012-03-01,5,21
"Snnpr","Maize",2012-04-01,4.86,21
"Snnpr","Maize",2012-05-01,5.18,20
"Snnpr","Maize",2012-06-01,5.57,21
"Snnpr","Maize",2012-07-01,5.8,19
"Snnpr","Maize",2012-08-01,6.01,21
"Snnpr","Maize",2012-09-01,5.77,19
"Snnpr","Maize",2012-10-01,5.03,21
"Snnpr","Maize",2012-11-01,4.29,21
"Snnpr","Maize",2012-12-01,4.48,21
"Snnpr","Maize",2013-01-01,4.51,21
"Snnpr","Maize",2013-02-01,4.63,20
"Snnpr","Maize",2013-03-01,4.75,20
"Snnpr","Maize",2013-04-01,4.92,20
"Snnpr","Maize",2013-05-01,5.45,21
"Snnpr","Maize",2013-06-01,5.71,21
"Snnpr","Maize",2013-07-01,5.8,19
"Snnpr","Maize",2013-08-01,5.93,18
"Snnpr","Maize",2013-09-01,5.94,21
"Snnpr","Maize",2013-10-01,5.71,21
"Snnpr","Maize",2013-11-01,5.34,21
"Snnpr","Maize",2013-12-01,4.88,21
"Snnpr","Maize",2014-01-01,5.19,21
"Snnpr","Maize",2014-02-01,4.94,21
"Snnpr","Maize",2014-03-01,5.12,21
"Snnpr","Maize",2014-04-01,5.62,21
"Snnpr","Maize",2014-05-01,5.81,20
"Snnpr","Maize",2014-06-01,5.99,21
"Snnpr","Rice",2010-01-01,13.25,21
"Snnpr","Rice",2010-02-01,13.21,21
"Snnpr","Rice",2010-03-01,13.51,21
"Snnpr","Rice",2010-04-01,13.71,20
"Snnpr","Rice",2010-05-01,13.68,20
"Snnpr","Rice",2010-06-01,13.69,21
"Snnpr","Rice",2010-07-01,13.74,21
"Snnpr","Rice",2010-08-01,13.7,20
"Snnpr","Rice",2010-09-01,13.7,20
"Snnpr","Rice",2010-10-01,14.12,20
"Snnpr","Rice",2010-11-01,14.37,20
"Snnpr","Rice",2010-12-01,14.39,20
"Snnpr","Rice",2011-01-01,14.13,18
"Snnpr","Rice",2011-02-01,13.25,16
"Snnpr","Rice",2011-03-01,13.64,17
"Snnpr","Rice",2011-04-01,14.72,16
"Snnpr","Rice",2011-05-01,16.24,14
"Snnpr","Rice",2011-06-01,15.92,15
"Snnpr","Rice",2011-07-01,16.78,18
"Snnpr","Rice",2011-08-01,16.32,19
"Snnpr","Rice",2011-09-01,16.61,20
"Snnpr","Rice",2011-10-01,16.56,20
"Snnpr","Rice",2011-11-01,16.55,18
"Snnpr","Rice",2011-12-01,16.68,20
"Snnpr","Rice",2012-01-01,16.76,19
"Snnpr","Rice",2012-02-01,16.72,20
"Snnpr","Rice",2012-03-01,16.79,20
"Snnpr","Rice",2012-04-01,16.68,20
"Snnpr","Rice",2012-05-01,16.71,20
"Snnpr","Rice",2012-06-01,16.64,20
"Snnpr","Rice",2012-07-01,16.61,20
"Snnpr","Rice",2012-08-01,16.63,20
"Snnpr","Rice",2012-09-01,16.83,20
"Snnpr","Rice",2012-10-01,16.68,20
"Snnpr","Rice",2012-11-01,16.46,20
"Snnpr","Rice",2012-12-01,16.49,20
"Snnpr","Rice",2013-01-01,16.52,20
"Snnpr","Rice",2013-02-01,16.56,20
"Snnpr","Rice",2013-03-01,16.7,20
"Snnpr","Rice",2013-04-01,16.82,20
"Snnpr","Rice",2013-05-01,16.82,20
"Snnpr","Rice",2013-06-01,16.97,20
"Snnpr","Rice",2013-07-01,17.18,19
"Snnpr","Rice",2013-08-01,17.02,21
"Snnpr","Rice",2013-09-01,17,20
"Snnpr","Rice",2013-10-01,16.86,21
"Snnpr","Rice",2013-11-01,16.89,21
"Snnpr","Rice",2013-12-01,16.67,21
"Snnpr","Rice",2014-01-01,16.78,21
"Snnpr","Rice",2014-02-01,16.8,20
"Snnpr","Rice",2014-03-01,16.82,20
"Snnpr","Rice",2014-04-01,16.96,21
"Snnpr","Rice",2014-05-01,16.98,21
"Snnpr","Rice",2014-06-01,16.8,20
"Snnpr","Teff",2010-01-01,8.76,16
"Snnpr","Teff",2010-02-01,8.52,15
"Snnpr","Teff",2010-03-01,8.48,15
"Snnpr","Teff",2010-04-01,8.62,14
"Snnpr","Teff",2010-05-01,8.26,16
"Snnpr","Teff",2010-06-01,8.13,17
"Snnpr","Teff",2010-07-01,7.96,16
"Snnpr","Teff",2010-08-01,8.22,15
"Snnpr","Teff",2010-09-01,8.28,15
"Snnpr","Teff",2010-10-01,8.36,14
"Snnpr","Teff",2010-11-01,8.05,16
"Snnpr","Teff",2010-12-01,7.79,15
"Snnpr","Teff",2011-01-01,7.56,12
"Snnpr","Teff",2011-02-01,7.4,14
"Snnpr","Teff",2011-03-01,7.93,14
"Snnpr","Teff",2011-04-01,8.95,14
"Snnpr","Teff",2011-05-01,9.47,14
"Snnpr","Teff",2011-06-01,10.15,14
"Snnpr","Teff",2011-07-01,9.85,15
"Snnpr","Teff",2011-08-01,9.92,15
"Snnpr","Teff",2011-09-01,9.97,11
"Snnpr","Teff",2011-10-01,10.45,16
"Snnpr","Teff",2011-11-01,10.35,16
"Snnpr","Teff",2011-12-01,10.52,16
"Snnpr","Teff",2012-01-01,10.57,13
"Snnpr","Teff",2012-02-01,11.09,17
"Snnpr","Teff",2012-03-01,12.64,15
"Snnpr","Teff",2012-04-01,13.19,17
"Snnpr","Teff",2012-05-01,13.1,15
"Snnpr","Teff",2012-06-01,13.71,17
"Snnpr","Teff",2012-07-01,13.69,16
"Snnpr","Teff",2012-08-01,14.61,17
"Snnpr","Teff",2012-09-01,15.18,18
"Snnpr","Teff",2012-10-01,15.27,19
"Snnpr","Teff",2012-11-01,15.85,17
"Snnpr","Teff",2012-12-01,14.38,18
"Snnpr","Teff",2013-01-01,14.62,17
"Snnpr","Teff",2013-02-01,14.78,17
"Snnpr","Teff",2013-03-01,14.81,18
"Snnpr","Teff",2013-04-01,15.2,17
"Snnpr","Teff",2013-05-01,15.59,17
"Snnpr","Teff",2013-06-01,15.35,18
"Snnpr","Teff",2013-07-01,15.32,18
"Snnpr","Teff",2013-08-01,15.48,18
"Snnpr","Teff",2013-09-01,15.7,17
"Snnpr","Teff",2013-10-01,15.95,18
"Snnpr","Teff",2013-11-01,15.17,18
"Snnpr","Teff",2013-12-01,14.85,19
"Snnpr","Teff",2014-01-01,14.07,18
"Snnpr","Teff",2014-02-01,14.41,19
"Snnpr","Teff",2014-03-01,14.21,17
"Snnpr","Teff",2014-04-01,14.16,19
"Snnpr","Teff",2014-05-01,14.58,18
"Snnpr","Teff",2014-06-01,14.76,19
"Snnpr","Wheat",2010-01-01,5.33,17
"Snnpr","Wheat",2010-02-01,4.7,16
"Snnpr","Wheat",2010-03-01,4.66,17
"Snnpr","Wheat",2010-04-01,4.97,19
"Snnpr","Wheat",2010-05-01,4.97,17
"Snnpr","Wheat",2010-06-01,4.94,17
"Snnpr","Wheat",2010-07-01,4.84,17
"Snnpr","Wheat",2010-08-01,4.76,14
"Snnpr","Wheat",2010-09-01,5.09,17
"Snnpr","Wheat",2010-10-01,5.27,17
"Snnpr","Wheat",2010-11-01,5.44,18
"Snnpr","Wheat",2010-12-01,5.31,17
"Snnpr","Wheat",2011-01-01,5.83,15
"Snnpr","Wheat",2011-02-01,5.83,14
"Snnpr","Wheat",2011-03-01,6.13,15
"Snnpr","Wheat",2011-04-01,6.9,15
"Snnpr","Wheat",2011-05-01,8.37,15
"Snnpr","Wheat",2011-06-01,8.95,16
"Snnpr","Wheat",2011-07-01,9.33,18
"Snnpr","Wheat",2011-08-01,8.61,11
"Snnpr","Wheat",2011-09-01,8.82,10
"Snnpr","Wheat",2011-10-01,9.88,16
"Snnpr","Wheat",2011-11-01,9.9,15
"Snnpr","Wheat",2011-12-01,8.98,15
"Snnpr","Wheat",2012-01-01,8.6,17
"Snnpr","Wheat",2012-02-01,8.12,16
"Snnpr","Wheat",2012-03-01,8.82,20
"Snnpr","Wheat",2012-04-01,8.63,18
"Snnpr","Wheat",2012-05-01,8.95,19
"Snnpr","Wheat",2012-06-01,9.09,19
"Snnpr","Wheat",2012-07-01,8.45,15
"Snnpr","Wheat",2012-08-01,8.8,19
"Snnpr","Wheat",2012-09-01,8.82,18
"Snnpr","Wheat",2012-10-01,9.06,19
"Snnpr","Wheat",2012-11-01,8.89,19
"Snnpr","Wheat",2012-12-01,8.37,19
"Snnpr","Wheat",2013-01-01,8.23,19
"Snnpr","Wheat",2013-02-01,8.23,19
"Snnpr","Wheat",2013-03-01,7.79,19
"Snnpr","Wheat",2013-04-01,8.49,20
"Snnpr","Wheat",2013-05-01,8.66,19
"Snnpr","Wheat",2013-06-01,8.49,18
"Snnpr","Wheat",2013-07-01,8.76,18
"Snnpr","Wheat",2013-08-01,8.9,17
"Snnpr","Wheat",2013-09-01,9.06,17
"Snnpr","Wheat",2013-10-01,9.52,19
"Snnpr","Wheat",2013-11-01,10.19,19
"Snnpr","Wheat",2013-12-01,9.48,19
"Snnpr","Wheat",2014-01-01,8.99,19
"Snnpr","Wheat",2014-02-01,8.92,19
"Snnpr","Wheat",2014-03-01,8.99,19
"Snnpr","Wheat",2014-04-01,9.56,19
"Snnpr","Wheat",2014-05-01,10.04,20
"Snnpr","Wheat",2014-06-01,10.03,19
"Gambella","Barley",2010-01-01,8,2
"Gambella","Barley",2010-02-01,8.16,2
"Gambella","Barley",2010-03-01,7.92,2
"Gambella","Barley",2010-04-01,7.92,2
"Gambella","Barley",2010-05-01,7.92,2
"Gambella","Barley",2010-06-01,8,2
"Gambella","Barley",2010-07-01,8.09,2
"Gambella","Barley",2010-08-01,7.38,2
"Gambella","Barley",2010-09-01,8,2
"Gambella","Barley",2010-10-01,8,2
"Gambella","Barley",2010-11-01,8.59,2
"Gambella","Barley",2010-12-01,7.92,2
"Gambella","Barley",2011-01-01,8.34,2
"Gambella","Barley",2011-02-01,8,2
"Gambella","Barley",2011-03-01,7.5,2
"Gambella","Barley",2011-04-01,8.66,2
"Gambella","Barley",2011-05-01,9.09,2
"Gambella","Barley",2011-06-01,10.16,2
"Gambella","Barley",2011-07-01,10.09,2
"Gambella","Barley",2011-08-01,10.16,2
"Gambella","Barley",2011-09-01,10.34,2
"Gambella","Barley",2011-10-01,11.5,2
"Gambella","Barley",2011-11-01,11.5,2
"Gambella","Barley",2011-12-01,12,2
"Gambella","Barley",2012-01-01,12,2
"Gambella","Barley",2012-02-01,11.83,2
"Gambella","Barley",2012-03-01,11.5,2
"Gambella","Barley",2012-04-01,11.67,2
"Gambella","Barley",2012-05-01,11,2
"Gambella","Barley",2012-06-01,11,2
"Gambella","Barley",2012-07-01,10.84,2
"Gambella","Barley",2012-08-01,11,2
"Gambella","Barley",2012-09-01,12,2
"Gambella","Barley",2012-10-01,11.34,2
"Gambella","Barley",2012-11-01,10.34,2
"Gambella","Barley",2012-12-01,10.16,2
"Gambella","Barley",2013-01-01,10.66,2
"Gambella","Barley",2013-02-01,10.16,2
"Gambella","Barley",2013-03-01,10,2
"Gambella","Barley",2013-04-01,10,2
"Gambella","Barley",2013-05-01,10.16,2
"Gambella","Barley",2013-06-01,10,2
"Gambella","Barley",2013-07-01,10.5,2
"Gambella","Barley",2013-08-01,10.5,2
"Gambella","Barley",2013-09-01,10.5,2
"Gambella","Barley",2013-10-01,10.5,2
"Gambella","Barley",2013-11-01,10.66,2
"Gambella","Barley",2013-12-01,11,2
"Gambella","Barley",2014-01-01,11,2
"Gambella","Barley",2014-02-01,10.5,2
"Gambella","Barley",2014-03-01,10.66,2
"Gambella","Barley",2014-04-01,11,2
"Gambella","Barley",2014-05-01,10.5,2
"Gambella","Barley",2014-06-01,10.66,2
"Gambella","Beer",2010-01-01,6.17,2
"Gambella","Beer",2010-02-01,6.25,2
"Gambella","Beer",2010-03-01,6.25,2
"Gambella","Beer",2010-04-01,6.25,2
"Gambella","Beer",2010-05-01,6.67,2
"Gambella","Beer",2010-06-01,6.58,2
"Gambella","Beer",2010-07-01,6.42,2
"Gambella","Beer",2010-08-01,6.58,2
"Gambella","Beer",2010-09-01,6.5,2
"Gambella","Beer",2010-10-01,6.75,2
"Gambella","Beer",2010-11-01,6.58,2
"Gambella","Beer",2010-12-01,6.84,2
"Gambella","Beer",2011-01-01,7.92,2
"Gambella","Beer",2011-02-01,6.96,2
"Gambella","Beer",2011-03-01,7,2
"Gambella","Beer",2011-04-01,7.25,2
"Gambella","Beer",2011-05-01,7.5,2
"Gambella","Beer",2011-06-01,7.5,2
"Gambella","Beer",2011-07-01,8.5,2
"Gambella","Beer",2011-08-01,9,2
"Gambella","Beer",2011-09-01,9.66,2
"Gambella","Beer",2011-10-01,9.5,2
"Gambella","Beer",2011-11-01,9.5,2
"Gambella","Beer",2011-12-01,9.5,2
"Gambella","Beer",2012-01-01,9.5,2
"Gambella","Beer",2012-02-01,10.16,2
"Gambella","Beer",2012-03-01,10.5,2
"Gambella","Beer",2012-04-01,10.5,2
"Gambella","Beer",2012-05-01,10,2
"Gambella","Beer",2012-06-01,9.84,2
"Gambella","Beer",2012-07-01,10,2
"Gambella","Beer",2012-08-01,10,2
"Gambella","Beer",2012-09-01,10,2
"Gambella","Beer",2012-10-01,10,2
"Gambella","Beer",2012-11-01,10,2
"Gambella","Beer",2012-12-01,10.34,2
"Gambella","Beer",2013-01-01,10.16,2
"Gambella","Beer",2013-02-01,10.34,2
"Gambella","Beer",2013-03-01,10,2
"Gambella","Beer",2013-04-01,10.34,2
"Gambella","Beer",2013-05-01,10,2
"Gambella","Beer",2013-06-01,10,2
"Gambella","Beer",2013-07-01,10,2
"Gambella","Beer",2013-08-01,10.5,2
"Gambella","Beer",2013-09-01,10.84,2
"Gambella","Beer",2013-10-01,11,2
"Gambella","Beer",2013-11-01,11,2
"Gambella","Beer",2013-12-01,11.5,2
"Gambella","Beer",2014-01-01,11.5,2
"Gambella","Beer",2014-02-01,11.5,2
"Gambella","Beer",2014-03-01,11.5,2
"Gambella","Beer",2014-04-01,12,1
"Gambella","Beer",2014-05-01,11.5,2
"Gambella","Beer",2014-06-01,11.5,2
"Gambella","Cement",2010-01-01,159.58,2
"Gambella","Cement",2010-02-01,155,2
"Gambella","Cement",2010-03-01,205,2
"Gambella","Cement",2010-04-01,220.83,2
"Gambella","Cement",2010-05-01,226.67,2
"Gambella","Cement",2010-06-01,240,1
"Gambella","Cement",2010-07-01,218.33,2
"Gambella","Cement",2010-08-01,225,2
"Gambella","Cement",2010-09-01,240,2
"Gambella","Cement",2010-10-01,230,2
"Gambella","Cement",2010-11-01,225.04,2
"Gambella","Cement",2010-12-01,229.5,2
"Gambella","Cement",2011-01-01,233.33,1
"Gambella","Cement",2011-02-01,238.75,2
"Gambella","Cement",2011-03-01,256.67,1
"Gambella","Cement",2011-04-01,255.83,1
"Gambella","Cement",2011-07-01,275.84,2
"Gambella","Cement",2011-08-01,270.84,2
"Gambella","Cement",2011-09-01,247.5,2
"Gambella","Cement",2011-10-01,239.79,2
"Gambella","Cement",2011-11-01,232.5,2
"Gambella","Cement",2011-12-01,209.17,2
"Gambella","Cement",2012-01-01,212.5,2
"Gambella","Cement",2012-02-01,196.67,2
"Gambella","Cement",2012-03-01,190.83,2
"Gambella","Cement",2012-04-01,163.33,2
"Gambella","Cement",2012-05-01,177.5,2
"Gambella","Cement",2012-06-01,197.5,2
"Gambella","Cement",2012-07-01,198.33,2
"Gambella","Cement",2012-08-01,162.08,2
"Gambella","Cement",2012-09-01,159.58,2
"Gambella","Cement",2012-10-01,135,1
"Gambella","Cement",2012-11-01,142.5,2
"Gambella","Cement",2012-12-01,135.83,2
"Gambella","Cement",2013-01-01,133.58,2
"Gambella","Cement",2013-02-01,133.75,2
"Gambella","Cement",2013-03-01,139.83,2
"Gambella","Cement",2013-04-01,154.17,2
"Gambella","Cement",2013-05-01,161.67,2
"Gambella","Cement",2013-06-01,185,1
"Gambella","Cement",2013-07-01,180,2
"Gambella","Cement",2013-08-01,170,2
"Gambella","Cement",2013-09-01,150,2
"Gambella","Cement",2013-10-01,155,2
"Gambella","Cement",2013-11-01,146.67,2
"Gambella","Cement",2013-12-01,155,2
"Gambella","Cement",2014-01-01,155,2
"Gambella","Cement",2014-02-01,155,2
"Gambella","Cement",2014-03-01,152.12,2
"Gambella","Cement",2014-04-01,170,1
"Gambella","Cement",2014-05-01,175,1
"Gambella","Cement",2014-06-01,175,1
"Gambella","Maize",2010-01-01,2.91,2
"Gambella","Maize",2010-02-01,2.87,2
"Gambella","Maize",2010-03-01,2.12,2
"Gambella","Maize",2010-04-01,2.17,2
"Gambella","Maize",2010-05-01,2.17,2
"Gambella","Maize",2010-06-01,2.34,2
"Gambella","Maize",2010-07-01,2.34,2
"Gambella","Maize",2010-08-01,2.17,2
"Gambella","Maize",2010-09-01,2.11,2
"Gambella","Maize",2010-10-01,2.08,2
"Gambella","Maize",2010-11-01,2.36,2
"Gambella","Maize",2010-12-01,2.75,2
"Gambella","Maize",2011-01-01,3,2
"Gambella","Maize",2011-02-01,2.54,2
"Gambella","Maize",2011-03-01,2.92,2
"Gambella","Maize",2011-04-01,3,1
"Gambella","Maize",2011-05-01,4.54,2
"Gambella","Maize",2011-06-01,4.74,2
"Gambella","Maize",2011-07-01,4.83,1
"Gambella","Maize",2011-09-01,5.5,2
"Gambella","Maize",2011-10-01,5,1
"Gambella","Maize",2011-11-01,5.17,2
"Gambella","Maize",2011-12-01,5,2
"Gambella","Maize",2012-01-01,5,2
"Gambella","Maize",2012-02-01,4.97,1
"Gambella","Maize",2012-03-01,5.66,2
"Gambella","Maize",2012-04-01,5.42,2
"Gambella","Maize",2012-05-01,5.22,2
"Gambella","Maize",2012-06-01,5.67,2
"Gambella","Maize",2012-07-01,5.84,2
"Gambella","Maize",2012-08-01,6.58,2
"Gambella","Maize",2012-09-01,5.58,2
"Gambella","Maize",2012-10-01,4.92,2
"Gambella","Maize",2012-11-01,4.92,2
"Gambella","Maize",2012-12-01,5,2
"Gambella","Maize",2013-01-01,4.76,2
"Gambella","Maize",2013-02-01,4.34,2
"Gambella","Maize",2013-03-01,4.5,2
"Gambella","Maize",2013-04-01,4.75,2
"Gambella","Maize",2013-05-01,4.84,2
"Gambella","Maize",2013-06-01,5.5,2
"Gambella","Maize",2013-07-01,5.66,2
"Gambella","Maize",2013-08-01,5.66,2
"Gambella","Maize",2013-09-01,6.08,2
"Gambella","Maize",2013-10-01,6.17,2
"Gambella","Maize",2013-11-01,6.5,2
"Gambella","Maize",2013-12-01,5.5,2
"Gambella","Maize",2014-01-01,5.58,2
"Gambella","Maize",2014-02-01,6.08,2
"Gambella","Maize",2014-03-01,5.5,2
"Gambella","Maize",2014-04-01,5.92,2
"Gambella","Maize",2014-05-01,5.5,2
"Gambella","Maize",2014-06-01,6,2
"Gambella","Rice",2010-01-01,14.41,2
"Gambella","Rice",2010-02-01,14.34,2
"Gambella","Rice",2010-03-01,14.34,2
"Gambella","Rice",2010-04-01,14.84,2
