"item","region","zone","town","date","price","townCode","lat","lon"
"Wheat","Amhara","North Shewa","Shewa Robit",2010-05-01,6.24,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2010-06-01,5.61,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2010-07-01,5.42,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2010-08-01,5.35,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2010-09-01,5.46,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2010-10-01,5.44,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2010-11-01,5.53,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2010-12-01,5.79,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-01-01,7.82,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-02-01,7.7,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-03-01,7.72,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-04-01,8.13,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-05-01,8.5,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-06-01,7.89,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-07-01,7.58,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-08-01,8.95,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-09-01,7.95,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-10-01,9.48,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-11-01,10.31,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2011-12-01,9.73,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-01-01,9.2,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-02-01,8.88,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-03-01,9.45,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-04-01,9.61,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-05-01,9.43,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-06-01,8.63,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-07-01,9.52,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-08-01,8.97,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-09-01,9.4,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-10-01,8.76,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-11-01,9.57,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2012-12-01,8.55,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-01-01,10.11,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-02-01,9.83,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-03-01,9.56,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-04-01,9.46,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-05-01,9.72,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-06-01,10,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-07-01,9.89,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-08-01,10.6,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-09-01,9.91,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-10-01,10.96,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-11-01,10.42,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2013-12-01,10.27,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2014-01-01,9.9,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2014-02-01,9.92,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2014-03-01,9.46,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2014-04-01,10.03,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2014-05-01,11,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Shewa Robit",2014-06-01,10.93,305211,10.005001557,39.905107366
"Wheat","Amhara","North Shewa","Debre Berhan",2010-01-01,5.3,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-02-01,4.33,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-03-01,4.33,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-04-01,4.33,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-05-01,4.33,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-06-01,4.4,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-07-01,4.4,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-08-01,4.47,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-09-01,4.47,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-10-01,4.6,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-11-01,4.7,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2010-12-01,5.25,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-01-01,6.25,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-02-01,5.47,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-03-01,5.92,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-04-01,6.17,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-05-01,7.83,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-06-01,7.57,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-07-01,7.53,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-08-01,8.33,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-09-01,8.33,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-10-01,8.98,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-11-01,8.92,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2011-12-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-01-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-02-01,8.5,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-03-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-04-01,7.5,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-05-01,7.38,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-06-01,7,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-07-01,7.88,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-08-01,7.53,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-09-01,7.52,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-10-01,7.6,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-11-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2012-12-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-01-01,7.75,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-02-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-03-01,7.75,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-04-01,7.75,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-05-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-06-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-07-01,8.55,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-08-01,9,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-09-01,9,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-10-01,10,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-11-01,9.9,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2013-12-01,9,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2014-01-01,9,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2014-02-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2014-03-01,8,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2014-04-01,9.5,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2014-05-01,9.5,305341,9.662511118,39.524985836
"Wheat","Amhara","North Shewa","Debre Berhan",2014-06-01,9.67,305341,9.662511118,39.524985836
"Wheat","Amhara","East Gojjam","Mota",2010-01-01,3.85,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-02-01,4.16,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-03-01,3.84,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-04-01,4.16,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-05-01,3.86,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-06-01,4.42,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-07-01,3.86,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-08-01,4.18,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-09-01,4.17,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-10-01,4.16,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-11-01,4.16,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2010-12-01,4.56,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-01-01,4.99,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-02-01,4.81,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-03-01,4.99,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-04-01,4.99,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-05-01,6.24,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-06-01,6.32,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-07-01,6.26,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-08-01,7.14,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-09-01,7.12,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-10-01,6.72,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-11-01,6.26,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2011-12-01,6.32,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-01-01,6.07,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-02-01,6.67,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-03-01,6.66,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-04-01,7.56,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-05-01,7.19,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-06-01,7.18,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-07-01,8.36,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-08-01,7.71,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-09-01,8.3,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-10-01,7.16,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-11-01,7.12,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2012-12-01,6.26,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-01-01,6.53,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-03-01,7.2,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-04-01,7.16,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-05-01,7.13,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-06-01,7.16,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-07-01,7.42,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-08-01,9.12,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-09-01,8.39,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-10-01,10.33,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-11-01,7.86,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2013-12-01,6.32,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2014-01-01,6.38,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2014-02-01,7.28,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2014-03-01,7.75,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2014-04-01,7.79,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2014-05-01,8.03,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Mota",2014-06-01,8.03,306023,11.079393481,37.876160805
"Wheat","Amhara","East Gojjam","Debere Markos",2010-01-01,3.69,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-02-01,3.69,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-03-01,3.67,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-04-01,3.74,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-05-01,3.85,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-06-01,3.98,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-07-01,4.26,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-08-01,4.2,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-09-01,4.05,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-10-01,4.34,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-11-01,4.38,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2010-12-01,4.67,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-01-01,5.2,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-02-01,4.37,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-03-01,4.74,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-04-01,5.48,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-05-01,6.39,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-06-01,7.06,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-07-01,6.4,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-08-01,7.97,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-09-01,7.96,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-10-01,8.4,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-11-01,8.21,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2011-12-01,6.85,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-01-01,6.12,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-02-01,7.44,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-03-01,7.79,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-04-01,7.76,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-05-01,7.79,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-06-01,7.46,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-07-01,7.13,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-08-01,7.51,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-09-01,7.65,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-10-01,6.9,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-11-01,7.07,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2012-12-01,7.2,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-01-01,5.88,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-02-01,6.88,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-03-01,6.69,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-04-01,7.07,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-05-01,7.27,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-06-01,7.13,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-07-01,7.28,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-08-01,8.71,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-09-01,8.48,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-10-01,9.63,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-11-01,9.58,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2013-12-01,7.28,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2014-01-01,6.85,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2014-02-01,6.99,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2014-03-01,7.23,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2014-04-01,8.35,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2014-05-01,8.61,306171,10.325273441,37.727876744
"Wheat","Amhara","East Gojjam","Debere Markos",2014-06-01,9.17,306171,10.325273441,37.727876744
"Wheat","Amhara","West Gojjam","Dembecha",2010-01-01,3.53,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-02-01,3.88,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-03-01,3.83,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-04-01,3.78,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-05-01,3.68,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-06-01,4,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-07-01,3.93,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-08-01,3.93,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-09-01,3.98,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-10-01,4.87,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-11-01,4.24,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2010-12-01,5.12,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-01-01,5.15,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-02-01,4.65,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-03-01,4.99,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-04-01,4.85,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-05-01,6.64,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-06-01,6.39,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-07-01,6.85,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-08-01,6.85,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-09-01,7.32,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-10-01,8.39,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-11-01,8.28,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2011-12-01,8.13,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-01-01,6.3,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-02-01,7.25,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-03-01,7.12,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-04-01,6.9,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-05-01,6.8,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-06-01,6.79,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-07-01,6.82,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-08-01,6.9,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-09-01,6.89,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-10-01,6.93,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-11-01,6.88,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2012-12-01,6.64,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-01-01,6.47,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-02-01,6.87,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-03-01,6.92,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-04-01,6.77,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-05-01,6.92,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-06-01,6.95,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-07-01,7.27,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-08-01,8.1,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-09-01,8.22,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-10-01,9,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-11-01,8.85,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2013-12-01,7.65,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2014-01-01,7.23,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2014-02-01,7.3,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2014-03-01,7.21,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2014-04-01,8.76,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2014-05-01,8.61,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Dembecha",2014-06-01,9.36,307041,10.564484624,37.489877513
"Wheat","Amhara","West Gojjam","Bahirdar",2010-01-01,5.37,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-02-01,5,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-03-01,4.57,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-04-01,4.6,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-05-01,4.93,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-06-01,4.77,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-07-01,5.17,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-08-01,4.67,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-09-01,5,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-10-01,5.33,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2010-11-01,5.33,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2011-01-01,6.33,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2011-02-01,5.43,307181,11.582166469,37.387935215
"Wheat","Amhara","West Gojjam","Bahirdar",2011-03-01,5.93,307181,11.582166469,37.387935215
