"state","date","price"
"Ekiti",2010-11-01,139.662133789062
"Ekiti",2010-12-01,143.428350830078
"Ekiti",2011-01-01,147.289642333984
"Ekiti",2011-02-01,137.718086242676
"Ekiti",2011-03-01,144.22904586792
"Ekiti",2011-04-01,145.851425170898
"Ekiti",2011-05-01,139.594284057617
"Ekiti",2011-06-01,145.350273132324
"Ekiti",2011-07-01,146.852116902669
"Ekiti",2011-08-01,149.525726318359
"Ekiti",2011-09-01,177.4521484375
"Ekiti",2011-10-01,154.488881429036
"Ekiti",2011-11-01,139.79670715332
"Ekiti",2011-12-01,156.898797607422
"Ekiti",2012-01-01,175.764781951904
"Ekiti",2012-02-01,169.993663787842
"Ekiti",2012-03-01,169.607734680176
"Ekiti",2012-04-01,178.835456848145
"Ekiti",2012-05-01,139.594284057617
"Ekiti",2012-06-01,207.883204142253
"Ekiti",2012-07-01,228.298629760742
"Ekiti",2012-08-01,200.141036987305
"Ekiti",2012-09-01,177.450668334961
"Ekiti",2012-10-01,239.616256713867
"Ekiti",2012-11-01,335
"Ekiti",2012-12-01,184.136193847656
"Enugu",2009-01-01,120.523808797201
"Enugu",2009-02-01,131.59920501709
"Enugu",2009-03-01,122.936215718587
"Enugu",2009-04-01,142.888889312744
"Enugu",2009-05-01,140.666668701172
"Enugu",2009-06-01,139.00793675014
"Enugu",2010-01-01,172.286385672433
"Enugu",2010-02-01,124.285714285714
"Enugu",2010-03-01,112.739495413644
"Enugu",2010-04-01,138.950437273298
"Enugu",2010-05-01,122.584274291992
"Enugu",2010-06-01,121.743340628488
"Enugu",2010-07-01,109.425144740513
"Enugu",2010-08-01,138.695395333426
"Enugu",2010-09-01,99.3173217773438
"Enugu",2010-10-01,264.227630615234
"Enugu",2010-11-01,165.72698538644
"Enugu",2010-12-01,130
"Enugu",2011-01-01,127.396697998047
"Enugu",2011-02-01,117.535552978516
"Enugu",2011-03-01,150.150146484375
"Enugu",2011-04-01,129.16667175293
"Enugu",2011-05-01,138.09716796875
"Enugu",2011-06-01,139.438278198242
"Enugu",2011-07-01,125
"Enugu",2011-08-01,202.779998779297
"Enugu",2011-09-01,134.384063720703
"Enugu",2011-10-01,127.77778116862
"Enugu",2011-11-01,131.687240600586
"Enugu",2011-12-01,135.757239205497
"Enugu",2012-01-01,156.774546305339
"Enugu",2012-02-01,129.077102661133
"Enugu",2012-03-01,127.448275862069
"Enugu",2012-04-01,129.226013183594
"Enugu",2012-05-01,138.19889831543
"Enugu",2012-06-01,129.226013183594
"Enugu",2012-07-01,133.058013916016
"Enugu",2012-08-01,147.593322753906
"Enugu",2012-09-01,134.262435913086
"Enugu",2012-10-01,152.186233520508
"Enugu",2012-11-01,107.608703613281
"Enugu",2012-12-01,133.263937813895
"FCT",2009-01-01,120.578418731689
"FCT",2009-02-01,132.638819885254
"FCT",2009-03-01,121.302665710449
"FCT",2009-04-01,142.034645080566
"FCT",2009-05-01,150.000007629395
"FCT",2009-06-01,135.345279693604
"FCT",2010-01-01,136.113901138306
"FCT",2010-02-01,136.113901138306
"FCT",2010-03-01,130.677862167358
"FCT",2010-04-01,129.831634521484
"FCT",2010-05-01,130.869913101196
"FCT",2010-06-01,113.277736663818
"FCT",2010-07-01,136.638559341431
"FCT",2010-08-01,139.106700897217
"FCT",2010-09-01,133.132224082947
"FCT",2010-10-01,145.681671142578
"FCT",2010-11-01,138.764312744141
"FCT",2010-12-01,138.764312744141
"FCT",2011-01-01,129.411773681641
"FCT",2011-02-01,124.800003051758
"FCT",2011-03-01,123.537063598633
"FCT",2011-04-01,122.18465423584
"FCT",2011-05-01,131.841156005859
"FCT",2011-06-01,139.796409606934
"FCT",2011-07-01,140.594696044922
"FCT",2011-08-01,135.10050201416
"FCT",2011-09-01,158.532531738281
"FCT",2011-10-01,134.33179473877
"FCT",2011-11-01,138.346298217773
"FCT",2011-12-01,138.077682495117
"FCT",2012-01-01,133.669906616211
"FCT",2012-02-01,140.032409667969
"FCT",2012-03-01,143.682884216309
"FCT",2012-04-01,144.106216430664
"FCT",2012-05-01,131.841156005859
"FCT",2012-06-01,148.311767578125
"FCT",2012-07-01,152.845520019531
"FCT",2012-08-01,158.986862182617
"FCT",2012-09-01,158.506225585938
"FCT",2012-10-01,155.642013549805
"FCT",2012-11-01,155.763668060303
"FCT",2012-12-01,155.526138305664
"Gombe",2009-03-01,101.5625
"Gombe",2009-04-01,99.21875
"Gombe",2009-06-01,101.856060791016
"Gombe",2010-01-01,349.9118309021
"Gombe",2010-02-01,98.631251335144
"Gombe",2010-03-01,97.0762786865234
"Gombe",2010-04-01,90.8356637954712
"Gombe",2010-05-01,77.2296810150146
"Gombe",2010-06-01,105.351329803467
"Gombe",2010-07-01,100.614754676819
"Gombe",2010-08-01,97.219069480896
"Gombe",2010-09-01,93.75
"Gombe",2010-10-01,150
"Gombe",2010-11-01,154.375
"Gombe",2010-12-01,95.6603240966797
"Gombe",2011-01-01,120.441017150879
"Gombe",2011-02-01,155.006072998047
"Gombe",2011-03-01,113.333335876465
"Gombe",2011-04-01,125.459358215332
"Gombe",2011-05-01,105.987716674805
"Gombe",2011-06-01,121.468437194824
"Gombe",2011-07-01,117.182487487793
"Gombe",2011-08-01,102.554847717285
"Gombe",2011-09-01,127.058258056641
"Gombe",2011-10-01,146.530181884766
"Gombe",2011-11-01,94.5408630371094
"Gombe",2011-12-01,99.3001480102539
"Gombe",2012-01-01,103.969383239746
"Gombe",2012-02-01,118.33430480957
"Gombe",2012-03-01,109.606773376465
"Gombe",2012-04-01,124.852470397949
"Gombe",2012-05-01,105.994293212891
"Gombe",2012-06-01,136.750381469727
"Gombe",2012-07-01,122.008987426758
"Gombe",2012-08-01,128.905670166016
"Gombe",2012-09-01,139.599273681641
"Gombe",2012-10-01,111.92537689209
"Gombe",2012-11-01,98.2937545776367
"Gombe",2012-12-01,108.801720619202
"Imo",2009-01-01,149.826389312744
"Imo",2009-02-01,142.234094238281
"Imo",2009-04-01,157.986114501953
"Imo",2009-06-01,173.456782023112
"Imo",2010-01-01,169.51853811504
"Imo",2010-02-01,131.567330265677
"Imo",2010-03-01,174.776003098646
"Imo",2010-04-01,158.025297556492
"Imo",2010-05-01,161.148567445817
"Imo",2010-06-01,143.357881558652
"Imo",2010-07-01,154.647142018703
"Imo",2010-08-01,161.760923324093
"Imo",2010-09-01,159.95838288338
"Imo",2010-10-01,165.382439013349
"Imo",2010-11-01,137.718919362453
"Imo",2010-12-01,130
"Imo",2011-01-01,171.483534515881
"Imo",2011-02-01,156.11088414346
"Imo",2011-03-01,167.285953644783
"Imo",2011-04-01,166.013162428333
"Imo",2011-05-01,160.542162495275
"Imo",2011-06-01,323.476182014711
"Imo",2011-07-01,157.030565815587
"Imo",2011-08-01,164.019031524658
"Imo",2011-09-01,169.684539459564
"Imo",2011-10-01,53.2797999526515
"Imo",2011-11-01,170.036259312784
"Imo",2011-12-01,154.059419880743
"Imo",2012-01-01,160.211209533035
"Imo",2012-02-01,160.000235924354
"Imo",2012-03-01,137.05730539284
"Imo",2012-04-01,155.410522663041
"Imo",2012-05-01,160.785578081685
"Imo",2012-06-01,155.410522663041
"Imo",2012-07-01,169.502168765738
"Imo",2012-08-01,160.260760296832
"Imo",2012-09-01,169.543876731789
"Imo",2012-10-01,174.329163089875
"Imo",2012-11-01,167.753311157227
"Imo",2012-12-01,192.968067793413
"Jigawa",2009-01-01,98.2319819132487
"Jigawa",2009-02-01,107.40518283844
"Jigawa",2009-04-01,100.440692901611
"Jigawa",2009-06-01,125.231369018555
"Jigawa",2010-01-01,120.291698597096
"Jigawa",2010-02-01,111.876933345088
"Jigawa",2010-03-01,112.528984352394
"Jigawa",2010-04-01,115.57354510272
"Jigawa",2010-05-01,118.588621826172
